noise_level,phi_correlation,order2_correlation
0.05,0.9994863255493907,0.9971914766591522
0.05,0.9993688063205644,0.9978940765154083
0.05,0.9988303646505331,0.9958983389463161
0.05,0.999614096143385,0.9956899325196411
0.05,0.9994233186594604,0.9945724593846237
0.05,0.999321801375862,0.9974266035470452
0.05,0.99855831524638,0.9962229969818198
0.05,0.9995321295479253,0.997583407376436
0.05,0.9996167955355365,0.9967133276923749
0.05,0.9998031963252376,0.9957478450389238
0.1,0.9991644414625632,0.9884256807228037
0.1,0.9979176054279034,0.9936621908658142
0.1,0.9971109051302038,0.9890580108215732
0.1,0.9970145542232628,0.9866322856134251
0.1,0.9981879230473848,0.9832450396676987
0.1,0.9982112714489643,0.9873825887579746
0.1,0.9983931947850538,0.9883055996000389
0.1,0.9995538894069619,0.9905400094923393
0.1,0.9942688770490303,0.9885495474862448
0.1,0.9981228271768244,0.9850059303003444
0.2,0.9978576877156434,0.9471614837719987
0.2,0.9934050414451522,0.9572281636682186
0.2,0.9935271034156589,0.9302681871305839
0.2,0.9899454269430693,0.9522531858135237
0.2,0.9926776581779003,0.9302785318027493
0.2,0.9957195405628116,0.9493571800549939
0.2,0.996643922624606,0.9511245759870617
0.2,0.992887082329046,0.9141500929128834
0.2,0.992026477710343,0.9651600688705896
0.2,0.9900882140340268,0.9652171677455245
0.3,0.9835988040502487,0.8831197732270052
0.3,0.9713170168908328,0.9049753610698098
0.3,0.9672324654605526,0.8312376073358455
0.3,0.9604692317144684,0.9573854162456223
0.3,0.9869746618627855,0.8280336003113542
0.3,0.9913501397037507,0.8506504876788735
0.3,0.970519540370598,0.9126541870454045
0.3,0.9965600751940513,0.9512908990307409
0.3,0.9682643082819689,0.8318787070502719
0.3,0.975756855285328,0.7946306570222151
