Index,Interaction_Value
0,0.22636650907657624
1,0.226366509076576
2,-0.5844717737015417
3,8.575103134749855e-18
4,1.3114306524242587
5,1.3114306524242583
6,-0.7494919930723748
7,-0.5545428979560215
8,-0.5545428979560219
9,0.16402783958399467
