noise_level,phi_correlation,interaction_correlation
0.05,0.9980774130953921,0.9910291068031492
0.05,0.9958393369189286,0.999656562123985
0.05,0.9927060872676181,0.9990261299101167
0.05,0.9942783566991565,0.994062523450601
0.05,0.9950535679875675,0.9876027449774962
0.05,0.9929127279809898,0.9989026573034633
0.05,0.9925727380389238,0.9898645243505607
0.05,0.9971780380681442,0.9962858872359305
0.05,0.997584553468213,0.9805126129737299
0.05,0.9963146653569986,0.9879943196043246
0.1,0.9856031670655044,0.9413162376827787
0.1,0.9908190785798155,0.9536945155613993
0.1,0.9838472790915499,0.9645304761444897
0.1,0.9908998367531846,0.9418987220054741
0.1,0.9953933116976473,0.9832170972774018
0.1,0.9824446852922686,0.9535441568248004
0.1,0.9914484084565997,0.9678673093753316
0.1,0.9835986425665737,0.9508810916352178
0.1,0.992632319322185,0.9975965617398842
0.1,0.9839835782737216,0.9277757898008221
0.2,0.9547860797023258,0.8557876602719993
0.2,0.9237906574348929,0.7862839162057303
0.2,0.9470221105290734,0.9682609152787566
0.2,0.9341480738415208,0.6729013202599053
0.2,0.9427974993237983,0.9260499667062748
0.2,0.9296520950642387,0.9879346006409861
0.2,0.9744101327269401,0.6982838038771085
0.2,0.9523604906186475,0.9575902594574215
0.2,0.9558014245211267,0.9576045429772732
0.2,0.9320559027051005,0.9074807300966328
0.3,0.8713154785765993,0.7871962012625427
0.3,0.9265797398155993,0.7621362328308342
0.3,0.9147339763835737,0.6866548544100219
0.3,0.9425159186269094,0.7822134303045652
0.3,0.9630758534569462,0.8403251601132861
0.3,0.8659664541369128,-0.2395866109436819
0.3,0.7528967362470526,0.4975760069456913
0.3,0.9046320656751446,0.9240244878723552
0.3,0.8950316905986017,0.7952891550136469
0.3,0.8599374578918029,0.3328309133702508
