noise_level,phi_correlation,interaction_correlation
0.05,0.9978468274985041,0.97972976835651
0.05,0.9979403273546025,0.9238229136513282
0.05,0.9970727817699335,0.9976684897896787
0.05,0.9975017410642273,0.9732034778818424
0.05,0.9945400359178317,0.9961804299234539
0.05,0.997863753980391,0.9947238340361126
0.05,0.9981580947401981,0.9758058370818469
0.05,0.9978487206527599,0.9985311279945756
0.05,0.9975803455618526,0.9876477397116438
0.05,0.9959713813086079,0.9992614001582171
0.1,0.9958721216819394,0.9915921651696914
0.1,0.9900298199002112,0.9498620365882082
0.1,0.9902388365997528,0.9464045553357372
0.1,0.9906351324878121,0.918566915626384
0.1,0.9951899537962283,0.91698227651118
0.1,0.9927270339895732,0.9881580221437788
0.1,0.9942216606341616,0.9961031643709801
0.1,0.9895295825625376,0.9999944170733643
0.1,0.9910872273323942,0.7916503954175279
0.1,0.9917312459560287,0.9572619646352665
0.2,0.9327914752902864,0.1423569588167998
0.2,0.9683627808109859,0.35715563154290364
0.2,0.9265295654951909,0.6644981405881598
0.2,0.9908238672477799,0.692050695080457
0.2,0.9698585263195647,0.9976394630792383
0.2,0.9752243358329681,0.7749826325976695
0.2,0.9807234742404862,0.954721104090821
0.2,0.954557871031623,0.900689418983538
0.2,0.9738354075470742,0.3172789257234825
0.2,0.9619232727918342,-0.6316135502914507
0.3,0.893295973241451,0.4847289295500955
0.3,0.9181602373502019,0.9852753885933042
0.3,0.8844198004030608,0.9097805192341798
0.3,0.9419502105335806,0.7228105296933696
0.3,0.9173108381191645,-0.35676994735614403
0.3,0.9624023596996981,0.8651121131822146
0.3,0.9610238912351684,0.9442281209827927
0.3,0.9224604011690284,0.999644831195239
0.3,0.9347591126719831,-0.8030940443323756
0.3,0.9457345656412726,0.47149801041004236
