k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.8033333333333333,"0,1,2,3,4,5,6",7,0.7766666666666666,0.026666666666666727
2,0.7933333333333333,"1,2,3,4,5,6,7",7,0.78,0.013333333333333308
3,0.7933333333333333,"1,2,3,4,5,6,7",7,0.78,0.013333333333333308
4,0.7933333333333333,"1,2,3,4,5,6,7",7,0.78,0.013333333333333308
5,0.7933333333333333,"1,2,3,4,5,6,7",7,0.78,0.013333333333333308
6,0.7933333333333333,"1,2,3,4,5,6,7",7,0.78,0.013333333333333308
7,0.7933333333333333,"1,2,3,4,5,6,7",7,0.78,0.013333333333333308
8,0.78,"0,1,2,3,4,5,6,7",8,0.78,0.0
