dataset,accuracy_eff,noise_eff,stab_eff
banknotes,0.8304820237218405,0.6200458888731156,0.8304820237218405
dados_covid_sbpo_atual,0.25942303384252996,0.25412803785054033,0.7664827458729104
diabetes,0.46249286766508346,0.31757451106170076,0.43653118333643687
mammographic,0.6150489372098359,0.5767240911144106,0.6908986819472503
pure_pairwise_interaction,0.3495064621705959,0.17352028570332273,0.461801644065655
raisin,0.5447086578629629,0.400515305077945,0.4637105295715624
rice,0.73512553717712,0.4452609923643712,0.464830055990653
skin,0.8502741537276025,0.7064638567158301,0.8502741537276025
transfusion,0.6066283435951316,0.5347203347247537,0.6962263451390966
