dataset,accuracy_eff,noise_eff
dados_covid_sbpo_atual,0.256545944966143,0.28441698238239427
pure_pairwise_interaction,0.22085405704472155,0.2149781234169262
rice,0.7369526926133515,0.7320802781167343
