noise_level,phi_correlation,interaction_correlation
0.05,0.9945905881301499,0.9719091255123397
0.05,0.9959108002252506,0.9762317364251907
0.05,0.9969900185082308,0.9785201218710907
0.05,0.995818640936399,0.9532236472016049
0.05,0.9969187177432275,0.9826314768132044
0.05,0.997845590108937,0.9985571335568367
0.05,0.996700529716793,0.9910221844565598
0.05,0.9961453466887804,0.9879491192747595
0.05,0.9956119159870093,0.9948042677901335
0.05,0.9941186252930606,0.9914922995148403
0.1,0.9791116070997248,0.9070735999058285
0.1,0.9843102883893667,0.9621765731188395
0.1,0.9942803742893082,0.9978923378558747
0.1,0.9740470839834581,0.9244405993176922
0.1,0.9953409098581253,0.9718967390903704
0.1,0.9807982617817781,0.8954957434716045
0.1,0.988591595390396,0.849358762134339
0.1,0.9844781602578587,0.981915789683
0.1,0.9750845646233153,0.9876664757654164
0.1,0.9946147979222034,0.9219261803989455
0.2,0.9780548948463714,0.9023395149167323
0.2,0.8890746776653794,0.9752553234754477
0.2,0.944429620993559,0.8793792794655702
0.2,0.959370390439198,0.9344612541115185
0.2,0.950132895291658,0.9818782001522565
0.2,0.9536913753038018,0.9606384783766497
0.2,0.9459184517804705,-0.3740940176158017
0.2,0.9686107678634579,0.957862826612985
0.2,0.9568516817313063,0.9850053941654365
0.2,0.9319325415328411,0.8840555366517729
0.3,0.9094608066412571,0.790076502144921
0.3,0.9094305119591276,0.6681571684147246
0.3,0.8545637149393909,0.6368766661947944
0.3,0.8169161011186317,0.8257715946920712
0.3,0.8756855412814578,0.8874091863576786
0.3,0.8487609377076102,0.46200802083342724
0.3,0.9478139856906358,0.501527696037417
0.3,0.9165585189102254,0.9878246024038032
0.3,0.9486322943587511,0.5742487272714668
0.3,0.8861174754309334,0.14428841061846986
