noise_level,phi_correlation,interaction_correlation
0.05,0.9979231683104736,0.9924999595509929
0.05,0.998133325021239,0.9884881964325407
0.05,0.9964020173787091,0.9914874277787318
0.05,0.9954562887444696,0.9889570884278217
0.05,0.9980570706149364,0.9908928479641128
0.05,0.9958208609475622,0.9978515762519784
0.05,0.9975374421607729,0.9947017852448571
0.05,0.9979345643020531,0.9918669519853621
0.05,0.9975147507673802,0.9848078453871266
0.05,0.998325719717287,0.9906590577119223
0.1,0.9925392199259764,0.9682024605209993
0.1,0.9844077634758575,0.9546160612032295
0.1,0.9860560089239423,0.9764252756035061
0.1,0.988778028634715,0.9638794740126482
0.1,0.9801846186839036,0.9633399450320514
0.1,0.9840703852882318,0.9777184895386336
0.1,0.9898016019612587,0.970315341913605
0.1,0.984472805626982,0.9572776706979944
0.1,0.9936481552003504,0.9274049425709997
0.1,0.9879484882458779,0.9564705999974661
0.2,0.9451978251962418,0.9298038238698575
0.2,0.954845432636543,0.9006909021623328
0.2,0.9455017465820075,0.9600225320603588
0.2,0.9647762056912951,0.9226236486765618
0.2,0.9782745591533542,0.923374687436364
0.2,0.9627004565329519,0.8794932993730571
0.2,0.9811423842751323,0.932488753694021
0.2,0.9511139839709426,0.9031445935355428
0.2,0.9504497233119656,0.8473969013006881
0.2,0.9781604333088313,0.8601365279983766
0.3,0.9200339992237664,0.8294287190125826
0.3,0.8938200149923312,0.9400481811034944
0.3,0.8831134226174153,0.8410135760336722
0.3,0.9086355164522566,0.8094964136425237
0.3,0.8358518591523659,0.8870455415438434
0.3,0.9447525087304147,0.4586480700863856
0.3,0.7803460653378955,0.5498500290089376
0.3,0.9677370208810725,0.83787002561402
0.3,0.9320134291019705,0.7058634050552679
0.3,0.8915373776994135,0.8593376377550327
