noise_level,phi_correlation,interaction_correlation
0.05,0.9977597094400278,0.9948518154134384
0.05,0.9963089797944217,0.9912328480545185
0.05,0.9945100491059793,0.9982226029211233
0.05,0.9962344120574472,0.9826654295198698
0.05,0.997865337643644,0.9961875706321459
0.05,0.996112449531932,0.9998705700177974
0.05,0.9962261212928699,0.9951068919523264
0.05,0.9974209206309983,0.9975001513833228
0.05,0.9946812186159087,0.9981694465908496
0.05,0.9977209168604139,0.9950833186932156
0.1,0.9930137931785776,0.9888469292243717
0.1,0.9943924414242028,0.9851172708699756
0.1,0.9932265752311848,0.9856662910662684
0.1,0.989722714222008,0.9838054217048258
0.1,0.9932417644754461,0.9777402308186094
0.1,0.9902424767776913,0.9954097603273158
0.1,0.9945667434185278,0.9931649718384973
0.1,0.9862860263024128,0.994898616049616
0.1,0.9961270411014411,0.9759153206800806
0.1,0.9921347849477365,0.9745589044692032
0.2,0.9643479400990748,0.9276664101508538
0.2,0.9516091811108495,0.9077450748015059
0.2,0.9511846399770971,0.8959533312576347
0.2,0.9295063617263861,0.9456524077783793
0.2,0.9741925106809903,0.9633304405351619
0.2,0.9669608624319614,0.94011417835335
0.2,0.946561298070077,0.8131862541328773
0.2,0.9684085604899598,0.937380953926975
0.2,0.9613962904347887,0.9246244999116324
0.2,0.9765143571468443,0.8903651062994767
0.3,0.9245055415424511,0.9420885830940763
0.3,0.9357739260624895,0.9226012544859639
0.3,0.8880670821410147,0.9501751975981175
0.3,0.9370417400966903,0.9057876076165007
0.3,0.8920193827921765,0.7200948764840165
0.3,0.932334889450005,0.9486643024390606
0.3,0.9671307651249471,0.7588992787262124
0.3,0.8592185002868746,0.9734786075034831
0.3,0.9547808044906495,0.8535870512688216
0.3,0.9303148617783095,0.7901916666130909
