Feature,Phi_Value
0,0.19455588334881252
1,-0.6202060663130647
2,0.35436831120189644
3,0.617766817302521
4,0.6705605389456396
5,-0.42019044851274706
6,-0.41351706086057205
7,0.2468406252235422
8,-0.1935078332199085
9,-0.5323690579307553
10,-0.14343714488341253
11,0.40573534842823283
12,-0.7351591887328343
13,0.5737438479274968
14,0.12102367895569813
