noise_level,phi_correlation,interaction_correlation
0.05,0.9959888446256006,0.9866853841000739
0.05,0.9974870633556814,0.9891982764975771
0.05,0.9963923670721646,0.9889230070423972
0.05,0.9962709700003558,0.9816763796064105
0.05,0.9967772481660646,0.9803572380084585
0.05,0.998217753241217,0.9799480612930369
0.05,0.9980289009825131,0.9919969625857127
0.05,0.9968807653631871,0.9847001304917751
0.05,0.9975472646666186,0.9966303686512055
0.05,0.9966052404793664,0.9898922557561389
0.1,0.9896547414232307,0.9574676770228526
0.1,0.9910060390352272,0.985192273964532
0.1,0.977502241140599,0.9497766442512227
0.1,0.993474747009212,0.9304282343926822
0.1,0.9871042947643704,0.9766390949829115
0.1,0.9912890748639026,0.95056499626787
0.1,0.9950757367765909,0.9434206749067419
0.1,0.9860543944518321,0.9684708640180604
0.1,0.9917169570399603,0.9733369757304258
0.1,0.9910799228560628,0.982589866722608
0.2,0.9633130012426329,0.8932519484658475
0.2,0.9772751746650835,0.8831729162098907
0.2,0.9659197968558363,0.9076830695712241
0.2,0.9702926919957032,0.8973265381874838
0.2,0.9709271206534511,0.8239766953070157
0.2,0.9586213030312771,0.9017886434431999
0.2,0.9554832278944989,0.952896688638945
0.2,0.9349780578922653,0.914804978013281
0.2,0.9659478726191166,0.919027505857729
0.2,0.972576879615668,0.9197790991341795
0.3,0.9026205704259914,0.8141056182196366
0.3,0.8789702407006132,0.8091573239798445
0.3,0.9016300104575836,0.7255653466928719
0.3,0.9411647004505901,0.6299661405868267
0.3,0.9458138581797819,0.8001562875781048
0.3,0.7995178386153972,0.7484059457868246
0.3,0.9497837776177886,0.8784372579176883
0.3,0.8964779255062789,0.7921936669514937
0.3,0.865236931681457,0.7791822848367058
0.3,0.9318649467169601,0.8446575548519984
