,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3
1,1,9,0.0035080909729003906,0.6333333333333333,0.6253333333333334,0.608,0.6060000000000001
2,2,37,0.008311271667480469,0.6333333333333333,0.6220000000000001,0.6173333333333334,0.6066666666666667
3,3,93,0.010000228881835938,0.6033333333333334,0.616,0.6026666666666667,0.6100000000000001
4,4,163,0.01605367660522461,0.63,0.634,0.642,0.6286666666666667
5,5,219,0.0311279296875,0.6166666666666667,0.6246666666666667,0.6246666666666667,0.6086666666666666
6,6,247,0.0317230224609375,0.6166666666666667,0.6220000000000001,0.604,0.6253333333333334
7,7,255,0.03364109992980957,0.64,0.6306666666666667,0.632,0.6253333333333333
8,8,256,0.037152767181396484,0.65,0.6566666666666665,0.6593333333333333,0.6673333333333333
