,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3
1,1,5,0.001497507095336914,0.7937743190661478,0.7976653696498055,0.7961089494163425,0.7976653696498055,0.795330739299611
2,2,11,0.0010027885437011719,0.7976653696498055,0.7937743190661478,0.7961089494163425,0.8031128404669261,0.796887159533074
3,3,15,0.0019996166229248047,0.8054474708171206,0.8085603112840467,0.8038910505836576,0.8023346303501946,0.8038910505836576
4,4,16,0.001522064208984375,0.8054474708171206,0.8015564202334631,0.8007782101167316,0.8054474708171206,0.8015564202334631
