Index,Interaction_Value
0,0.22460927685641258
1,0.22460927685641216
2,-0.5888522434349825
3,8.593440146186832e-18
4,1.3087609737375343
5,1.3087609737375343
6,-0.7498708393615314
7,-0.5531648754168674
8,-0.553164875416867
9,0.16616991813515894
10,0.05927762728733012
