noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation
0.05,0.9999640295381745,0.9984025044149869,0.995752050384394,
0.05,0.9999444211700493,0.9991638227264688,0.9996740600742621,
0.05,0.9999754872323069,0.9998022379782646,0.9984676298692109,
0.05,0.9998658910859053,0.9995506219971424,0.9897036627475676,
0.05,0.9999589896648542,0.9991390996649171,0.9812400379329506,
0.05,0.9999424488561112,0.9986892234398884,0.9959282786225572,
0.05,0.9999891927362111,0.9997544813635902,0.9991430469089562,
0.05,0.9998102671531796,0.9996019802974978,0.9930445989039736,
0.05,0.9998446134134347,0.9993299841016585,0.9945500162856737,
0.05,0.9999658689492,0.9985893802199478,0.9991703006307602,
0.1,0.9974659352290931,0.9965733165713025,0.9615875883611782,
0.1,0.9999156642629548,0.9967226880505754,0.9901350891887766,
0.1,0.9991355384768738,0.9974358597184079,0.9926650579537235,
0.1,0.9995495593089185,0.9919727921049943,0.9612506517508121,
0.1,0.9998407023234432,0.9958922957656957,0.9840078117881657,
0.1,0.999643150957562,0.9948791541517389,0.9560604596278389,
0.1,0.9996369346890471,0.999401834692818,0.9945564160929988,
0.1,0.9996127997534399,0.9979725619232271,0.9905439860282954,
0.1,0.9982939826064587,0.9948747562445226,0.9700654915606811,
0.1,0.9999876086209559,0.9932782744745725,0.9881847604699487,
0.2,0.9849042044649432,0.9795769504813812,0.9653773979184628,
0.2,0.9997121831285695,0.9899121744717592,0.984175060260415,
0.2,0.9972080689700322,0.9982589759501002,0.923539381215621,
0.2,0.998098382822345,0.9955979214104863,0.978251404787547,
0.2,0.9980789887008138,0.995782440622246,0.9388731923840429,
0.2,0.9977303703493712,0.9786158754506424,0.949139116704304,
0.2,0.9959831789459253,0.9830954190043175,0.922379231013276,
0.2,0.9944736862856989,0.9713844077063456,0.8579537971022341,
0.2,0.9947538705577696,0.9804329960806364,0.8983663009128897,
0.2,0.9979268592335733,0.9849553676819448,0.8276897047781374,
0.3,0.9917330677919562,0.9793140675083424,0.9889368962612636,
0.3,0.9881107801181611,0.9124105921295842,0.8877664535335976,
0.3,0.9944250451169173,0.9814193238680821,0.9434610997416073,
0.3,0.9945566184581641,0.9574835106023866,0.7443454062715125,
0.3,0.9859269534511356,0.9752738420312913,0.5542912257766132,
0.3,0.9999768364173697,0.9783911012840996,0.9873900263937981,
0.3,0.9887974274221012,0.9097698122704043,0.8997101822311634,
0.3,0.9914126547781577,0.9032120107105571,0.8258568041893837,
0.3,0.9877701847231974,0.9602647108866799,0.6602413513120927,
0.3,0.9926837141013779,0.9472911253856815,0.891280192514183,
