k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.7192982456140351,"0,1,2,3",4,0.7192982456140351,0.0
2,0.716374269005848,"0,1,2,3",4,0.716374269005848,0.0
3,0.7017543859649122,"0,1,2,3",4,0.7017543859649122,0.0
4,0.7017543859649122,"0,1,2,3",4,0.7017543859649122,0.0
