k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.8703703703703703,"0,1,2,3,4,5,6",7,0.8703703703703703,0.0
2,0.8666666666666667,"0,1,2,3,4,5",6,0.8555555555555555,0.011111111111111183
3,0.8666666666666667,"0,1,2,3,4,5",6,0.8555555555555555,0.011111111111111183
4,0.8666666666666667,"0,1,2,3,4,5",6,0.8555555555555555,0.011111111111111183
5,0.8666666666666667,"0,1,2,3,4,5",6,0.8555555555555555,0.011111111111111183
6,0.8666666666666667,"0,1,2,3,4,5",6,0.8555555555555555,0.011111111111111183
7,0.8555555555555555,"0,1,2,3,4,5,6",7,0.8555555555555555,0.0
