,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,8,0.03413057327270508,0.8592592592592593,0.8444444444444444,0.8162962962962963,0.7896296296296297,0.8520370370370369,0.021615165128022033
2,2,29,0.08915400505065918,0.8592592592592593,0.8333333333333334,0.7844444444444445,0.7303703703703703,0.8635185185185185,0.024024878509161553
3,3,64,0.19513392448425293,0.8555555555555555,0.8451851851851853,0.7948148148148149,0.7725925925925926,0.8532407407407407,0.02571424829073855
4,4,99,0.2564997673034668,0.8555555555555555,0.8340740740740742,0.7925925925925925,0.7451851851851853,0.8542592592592593,0.02072999060028889
5,5,120,0.32155847549438477,0.8555555555555555,0.8318518518518518,0.802962962962963,0.737037037037037,0.861388888888889,0.019519476046510977
6,6,127,0.4399707317352295,0.8555555555555555,0.8311111111111111,0.7807407407407407,0.742962962962963,0.854351851851852,0.021993615796463962
7,7,128,0.39551830291748047,0.8555555555555555,0.8399999999999999,0.8,0.7466666666666667,0.8619444444444446,0.023745803181284067
