,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3
1,1,9,0.043243408203125,0.6633333333333333,0.6466666666666667,0.62,0.606
2,2,37,0.12452197074890137,0.65,0.65,0.6313333333333333,0.6406666666666666
3,3,93,0.2716994285583496,0.6533333333333333,0.6533333333333333,0.6493333333333333,0.6266666666666667
4,4,163,0.47284865379333496,0.66,0.6626666666666667,0.658,0.6486666666666666
5,5,219,0.6087653636932373,0.6533333333333333,0.6553333333333332,0.6519999999999999,0.6326666666666666
6,6,247,0.6802475452423096,0.6766666666666666,0.6686666666666666,0.6493333333333333,0.6513333333333333
7,7,255,0.6947932243347168,0.7433333333333333,0.7213333333333334,0.7033333333333334,0.6773333333333333
8,8,256,0.708958625793457,0.78,0.7606666666666666,0.736,0.738
