k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.9350152905198776,"0,1,3,4,5",5,0.9334862385321101,0.001529051987767538
2,0.9334862385321101,"0,1,2,5,6",5,0.9304281345565749,0.003058103975535187
3,0.9327217125382263,"0,2,3,4,5,6",6,0.9311926605504587,0.001529051987767649
4,0.9327217125382263,"0,2,3,4,5,6",6,0.9296636085626911,0.003058103975535187
5,0.9334862385321101,"0,2,3,4,5",5,0.9296636085626911,0.003822629969418956
6,0.9327217125382263,"0,2,3,4,5,6",6,0.9296636085626911,0.003058103975535187
7,0.9296636085626911,"0,1,2,3,4,5,6",7,0.9296636085626911,0.0
