Feature,Phi_Value
0,0.24029875314667326
1,-0.6225197535098405
2,0.33239308272506846
3,0.6312230200970589
4,0.660630538625832
5,-0.4587678106502938
6,-0.4035055971213591
7,0.25338247996261887
8,-0.15986566442193242
9,-0.5840131839384203
10,-0.16194850566795002
11,0.41240034280277127
12,-0.7644888611087167
13,0.5983977404747381
14,0.138307203929563
