noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation,order12_correlation,order13_correlation,order14_correlation
0.05,0.9953036728498805,,,,,,,,,,,,,
0.05,0.9977923221451765,,,,,,,,,,,,,
0.05,0.9976618294545369,,,,,,,,,,,,,
0.05,0.9986967461038946,,,,,,,,,,,,,
0.05,0.9971177913751358,,,,,,,,,,,,,
0.05,0.9980120800959889,,,,,,,,,,,,,
0.05,0.9963856622799979,,,,,,,,,,,,,
0.05,0.9961054505645524,,,,,,,,,,,,,
0.05,0.9979406266854072,,,,,,,,,,,,,
0.05,0.9977009369200037,,,,,,,,,,,,,
0.1,0.9888656241518836,,,,,,,,,,,,,
0.1,0.9911865750176668,,,,,,,,,,,,,
0.1,0.9941106850142951,,,,,,,,,,,,,
0.1,0.9899306671615429,,,,,,,,,,,,,
0.1,0.9939152951487373,,,,,,,,,,,,,
0.1,0.9954870911932999,,,,,,,,,,,,,
0.1,0.9920585935886593,,,,,,,,,,,,,
0.1,0.9828143190767084,,,,,,,,,,,,,
0.1,0.9895116664449995,,,,,,,,,,,,,
0.1,0.9944237859838838,,,,,,,,,,,,,
0.2,0.969044015162291,,,,,,,,,,,,,
0.2,0.9215754371254514,,,,,,,,,,,,,
0.2,0.9465232883114045,,,,,,,,,,,,,
0.2,0.9729534153276718,,,,,,,,,,,,,
0.2,0.9388941052608911,,,,,,,,,,,,,
0.2,0.9671463722333976,,,,,,,,,,,,,
0.2,0.9789624347536012,,,,,,,,,,,,,
0.2,0.9770139055078533,,,,,,,,,,,,,
0.2,0.9701475307189893,,,,,,,,,,,,,
0.2,0.9588828434317418,,,,,,,,,,,,,
0.3,0.9455440398819266,,,,,,,,,,,,,
0.3,0.9196612512561043,,,,,,,,,,,,,
0.3,0.8599150289601146,,,,,,,,,,,,,
0.3,0.9087504269042563,,,,,,,,,,,,,
0.3,0.9640193453281249,,,,,,,,,,,,,
0.3,0.9167155877163952,,,,,,,,,,,,,
0.3,0.9698757804937428,,,,,,,,,,,,,
0.3,0.9516059212529625,,,,,,,,,,,,,
0.3,0.9571696263903056,,,,,,,,,,,,,
0.3,0.894287792500355,,,,,,,,,,,,,
