noise_level,phi_correlation
0.05,0.9998104362855613
0.05,0.9999403340560623
0.05,0.9998940011545102
0.05,0.9999124849359448
0.05,0.9996906952469992
0.05,0.9997900912747126
0.05,0.9997996322375874
0.05,0.9999793982381902
0.05,0.9994698309831196
0.05,0.9999257236892239
0.1,0.9999873164331443
0.1,0.9993912568719239
0.1,0.9997475934854406
0.1,0.9978165054504312
0.1,0.9995811736797535
0.1,0.9993501115018497
0.1,0.9989133869858042
0.1,0.9999571340504998
0.1,0.9994340786089188
0.1,0.9995648833570816
0.2,0.9992511197846056
0.2,0.9994517565550054
0.2,0.9978603880236356
0.2,0.9989403011335595
0.2,0.9961164297979735
0.2,0.9992919131942929
0.2,0.9994826973251119
0.2,0.9986552170631627
0.2,0.9996503688398364
0.2,0.9972672432439178
0.3,0.9906329369534381
0.3,0.9972914297110623
0.3,0.9952507224820358
0.3,0.9957353522842601
0.3,0.9997605169886223
0.3,0.9991472396575919
0.3,0.9955435008826441
0.3,0.9894283314839916
0.3,0.9926622078960804
0.3,0.9924957025358768
