,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3
1,1,16,0.0019981861114501953,0.5166666666666667,0.5186666666666666,0.522,0.5266666666666666,0.522
2,2,121,0.036467790603637695,0.5066666666666667,0.5073333333333333,0.5066666666666667,0.5066666666666666,0.5033333333333333
3,3,576,2.130652666091919,0.6233333333333333,0.626,0.6213333333333334,0.6053333333333333,0.5926666666666667
4,4,1941,6.881413221359253,0.6266666666666667,0.6193333333333333,0.6113333333333333,0.6033333333333333,0.6106666666666667
5,5,4944,18.012213468551636,0.5966666666666667,0.5966666666666667,0.5886666666666666,0.5746666666666667,0.59
6,6,9949,36.84047818183899,0.5966666666666667,0.584,0.594,0.5773333333333334,0.5813333333333334
7,7,16384,63.51940870285034,0.56,0.56,0.5633333333333334,0.5733333333333334,0.5526666666666666
8,8,22819,93.48984003067017,0.56,0.5613333333333332,0.5633333333333334,0.5613333333333334,0.5680000000000001
9,9,27824,125.48360252380371,0.5466666666666666,0.5513333333333333,0.5586666666666666,0.5613333333333334,0.5546666666666666
10,10,30827,155.69907927513123,0.5433333333333333,0.5553333333333333,0.5579999999999999,0.5660000000000001,0.554
11,11,32192,176.63141226768494,0.5433333333333333,0.55,0.5519999999999999,0.5606666666666668,0.5526666666666668
12,12,32647,187.55047297477722,0.5433333333333333,0.5546666666666666,0.5606666666666665,0.554,0.5406666666666666
13,13,32752,318.5624535083771,0.5466666666666666,0.5433333333333333,0.5626666666666666,0.5586666666666666,0.5606666666666666
14,14,32767,320.924772977829,0.5466666666666666,0.5519999999999999,0.5599999999999999,0.5626666666666666,0.5559999999999999
15,15,32768,195.1258807182312,0.5466666666666666,0.5506666666666666,0.5526666666666668,0.5646666666666668,0.5626666666666666
