,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3
1,1,8,0.0010001659393310547,0.8592592592592593,0.86,0.8577777777777778,0.8525925925925927,0.8422222222222222
2,2,29,0.0013740062713623047,0.8555555555555555,0.8577777777777778,0.8592592592592594,0.8503703703703704,0.8400000000000001
3,3,64,0.0030007362365722656,0.8518518518518519,0.8548148148148147,0.8562962962962963,0.8481481481481481,0.8496296296296297
4,4,99,0.00299835205078125,0.8555555555555555,0.8511111111111112,0.8533333333333333,0.8488888888888889,0.8444444444444444
5,5,120,0.003000020980834961,0.8555555555555555,0.8548148148148149,0.8607407407407408,0.8392592592592593,0.8429629629629629
6,6,127,0.004001617431640625,0.8555555555555555,0.8540740740740741,0.8548148148148147,0.8570370370370372,0.8414814814814815
7,7,128,0.0030019283294677734,0.8555555555555555,0.8533333333333333,0.8592592592592592,0.8474074074074075,0.8459259259259259
