dataset,accuracy_eff,noise_eff,stab_eff
pairwise_interaction,0.09965521066270218,0.10009812271009196,0.21554617866659173
pairwise_interaction_bias,0.09965521066270218,0.10039339740835182,0.21569077073025328
pairwise_interaction_clipped,0.2078146531825165,0.09995048536096202,0.2234627119510432
pairwise_interaction_noisy,0.09891673367138208,0.09862174921879267,0.2239242900789873
pairwise_interaction_power2,0.19994288601651208,0.203406463569554,0.3521231806313037
pairwise_interaction_scaled,0.09965521066270218,0.09950757331357224,0.2197508517370842
pairwise_interaction_tanh,0.30389264972139124,0.09626378958648696,0.6885179138191702
pairwise_interaction_threshold,0.09653071317957129,0.0965715721186993,0.2633227409662364
