k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.754863813229572,"1,2,3",3,0.6964980544747081,0.05836575875486383
2,0.7976653696498055,"1,2",2,0.7704280155642024,0.027237354085603127
3,0.8171206225680934,"0,1,2",3,0.7821011673151751,0.035019455252918275
4,0.8093385214007782,"0,1,2,3",4,0.8093385214007782,0.0
