K-ADDITIVITY ANALYSIS SUMMARY FOR dados_covid_sbpo_atual (mobius)
============================================================

Dataset: dados_covid_sbpo_atual
Representation: mobius
Number of attributes: 9
Number of samples: 87446

OPTIMAL K VALUES:
- Best k for accuracy: 5 (accuracy: 0.6947)
- Best k for noise robustness: 4 (accuracy at noise 0.3: 0.6894)
FULL RESULTS TABLE:
  k_value n_params  train_time baseline_accuracy noise_0.05 noise_0.1 noise_0.2 noise_0.3
1       1       10    0.131507           0.68659   0.686407  0.686567  0.685568  0.684013
2       2       46    0.395211          0.689373   0.689769  0.690051  0.688969  0.687078
3       3      130     5.30932          0.693756   0.693543  0.693085  0.691484  0.687855
4       4      256   75.872727          0.694519   0.694206   0.69381   0.69259  0.689373
5       5      382  137.271411          0.694671   0.694854  0.694153  0.692369  0.687825
6       6      466  167.379367          0.694366    0.69448  0.693947   0.69182  0.687878
7       7      502  191.938918          0.694404   0.694549  0.694267  0.691416  0.687383
8       8      511  184.377815           0.69448   0.694557  0.694297  0.692018  0.687307
9       9      512   182.57406           0.69448   0.694473   0.69458    0.6923  0.687581
