,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3
1,1,6,0.04178571701049805,1.0,1.0,1.0,1.0,0.999562363238512
2,2,16,0.08203911781311035,1.0,1.0,1.0,1.0,0.9973741794310722
3,3,26,0.13171076774597168,1.0,1.0,1.0,1.0,0.9929978118161926
4,4,31,0.17981576919555664,1.0,1.0,1.0,0.9986870897155361,0.9912472647702406
5,5,32,0.1620032787322998,1.0,1.0,1.0,0.999562363238512,0.9903719912472647
