k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.6566666666666666,"1,2,3,4,5,6",6,0.6266666666666667,0.029999999999999916
2,0.6933333333333334,"0,1,2,3,4,6",6,0.6533333333333333,0.040000000000000036
3,0.7266666666666667,"1,2,3,4,6,7",6,0.66,0.06666666666666665
4,0.7433333333333333,"0,1,2,3,4,7",6,0.6666666666666666,0.07666666666666666
5,0.7833333333333333,"0,1,3,4,5,6,7",7,0.7033333333333334,0.07999999999999996
6,0.81,"1,3,4,5,6,7",6,0.7366666666666667,0.07333333333333336
7,0.7933333333333333,"0,1,2,4,5,6,7",7,0.75,0.043333333333333335
8,0.7766666666666666,"0,1,2,3,4,5,6,7",8,0.7766666666666666,0.0
