Feature,Phi_Value
0,0.3075964842012953
1,0.5527840650914376
2,-0.7251261607606141
3,-0.30971851567407505
4,0.5758327035477677
5,0.07308552156437535
6,0.3230145816066556
7,1.6661169123982478
8,0.1728562092801572
