noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation
0.2,0.9887215140698444,0.9194902491280917,0.9180397425553589,0.9255249523407711,0.9242764564222358,0.954309563063418,0.9017492369832504,0.9544518633812326,
0.2,0.9732532331462643,0.8056169712745417,0.9116201387622159,0.9270885754990338,0.9387336925639765,0.9599599512963132,0.8933328482200797,0.9529398684827297,
0.2,0.9812801541222582,0.8844620791350601,0.9232403748510853,0.9178915883458606,0.9197527777257077,0.9414794769273984,0.9311550456866761,0.9722703547332324,
0.2,0.9711321259918683,0.8551502021351658,0.886644913685928,0.9150267862742362,0.9372887707832339,0.9578217824674709,0.9210681508539771,0.9792572710774948,
0.3,0.9528967159193451,0.8610307761382087,0.8452543674446333,0.8520821934820894,0.8657276395538799,0.9002697569306264,0.7832802014247285,0.9362104519404116,
0.3,0.9388736905828139,0.7207510512554992,0.8179404392638314,0.8506156171260667,0.90160512952562,0.9163597954834566,0.8615272805210039,0.9698229310059588,
0.3,0.9119415580855438,0.7650552107447657,0.8628370485084383,0.8896917168947351,0.8707344814236836,0.9094082298766045,0.8574668578749362,0.8224411831638458,
0.3,0.9445979134682998,0.7546615481567399,0.8045671119538237,0.8589059143968514,0.8947114788357103,0.9177172568662358,0.8681604301877213,0.7998503958464913,
0.3,0.9573310248100402,0.8079598966661573,0.8512943234783601,0.8850924083656184,0.8371221694501952,0.9001494600182456,0.8679248157506257,0.90920342860449,
0.3,0.9316230539675598,0.7414498872968887,0.8678948082690386,0.8734264969794998,0.8917841878403168,0.914217295159292,0.8830689873806052,0.9313493872340576,
0.3,0.967261929210133,0.8231207321826095,0.815995761751284,0.8699585565813386,0.9040563398173302,0.9308342834625318,0.8660319885562578,0.9244339370740743,
0.3,0.918336153595062,0.7286965933445797,0.828254594122826,0.8403976358054326,0.8762181247467259,0.9028767340689813,0.9167269428452731,0.9080591799108664,
0.3,0.9735260687775736,0.7401916001036924,0.845411513176911,0.8565038980328414,0.8383843221312655,0.8907993959454871,0.8496774860297501,0.9148435274999057,
0.3,0.8853443792457959,0.6711625461472588,0.8022044750328652,0.8578129962569015,0.8776472421189199,0.9220178602337188,0.8001971111453374,0.9508956796633561,
