noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation
0.05,0.9979767473097768,0.9840738914733477,0.9885830955075263,0.9919611857335374,0.9933207499162241,0.9966022341814077,0.9951994836211228,0.9990739497954737,
0.05,0.9991839964177741,0.9944840719675894,0.9947434665232908,0.995073652427336,0.9964074628968799,0.997701965252752,0.9979112498545597,0.9970631909586019,
0.05,0.9991929342970702,0.9922878456743965,0.9928076487175976,0.9924438899931237,0.9949834962496715,0.9957682085775013,0.9922615987233833,0.9957863082132493,
0.05,0.9983232232029954,0.9929332739009314,0.9937002201460483,0.9928716805272386,0.9930410713696483,0.9951664114363874,0.9897202722050282,0.9900765711912203,
0.05,0.9986488528996602,0.9917117492576834,0.9901941512465687,0.9917127063430957,0.9942896507825525,0.9960372551358827,0.9962228086157631,0.9945150479703186,
0.05,0.9996427138805476,0.9945718784979052,0.9915050896575145,0.9905458482012471,0.9932752900720058,0.9966969715121624,0.9946982230362177,0.9974883626330954,
0.05,0.9979810028489103,0.9851541735201491,0.9870274591166683,0.9887098571953413,0.9914586222869144,0.9940095438598895,0.9918484387912335,0.9898459293949515,
0.05,0.9994392739673846,0.9940346644320832,0.9883872254264725,0.9852818343913754,0.9870112071823988,0.9916949073128533,0.988223073769063,0.9938216036451822,
0.05,0.9986578067146081,0.9930376395773222,0.9916052387360225,0.9920919844598479,0.9938538023624882,0.9960286706435482,0.9913801348919329,0.9898367414483935,
0.05,0.9994239409082323,0.9935556036410327,0.9953590908749921,0.9916085589677502,0.9908481200899986,0.9931466654429664,0.9918814397963266,0.9922907489186226,
0.1,0.9984169265933398,0.9691419229348734,0.9623865072541395,0.970740732699127,0.9810338516441724,0.9894228970979706,0.9853176705844824,0.9841095694738144,
0.1,0.9878545849578724,0.9413493893631326,0.9413541322408447,0.959377171833357,0.972840242245527,0.9830997905940356,0.9726033301225179,0.9862264743453054,
0.1,0.9925673161612821,0.961043064590199,0.9676419197166918,0.9659073189463651,0.9766921848288306,0.9868121915445397,0.9686395336039987,0.9807906600773697,
0.1,0.9944290462260812,0.9718389107156213,0.974327661903898,0.9720696866020496,0.9798735187091939,0.9889329911330204,0.9712319825008087,0.9917976386648454,
0.1,0.9927614732818462,0.9645407674691662,0.9749552396165477,0.973956734824686,0.9814098690670475,0.988996826758624,0.9833812545790647,0.9842066582999538,
0.1,0.994133756107361,0.9557178140433298,0.9649735782880379,0.9725945627987806,0.9761717712707921,0.9845576890219284,0.9728590153116953,0.9868019683235223,
0.1,0.9928924502296479,0.9565961820809075,0.9636891849063025,0.966288167311936,0.9780328422715189,0.9858509230951521,0.985125826711278,0.9927313636674031,
0.1,0.9958368850157547,0.9641622475269079,0.9784793942100672,0.9779621793677014,0.9800894060685397,0.9856729858669022,0.9775575414241587,0.9825611450243663,
0.1,0.9957523084360088,0.9544382350481017,0.9653188836008632,0.9801975118981142,0.9823523834665521,0.9854961035881802,0.9712227284407497,0.9856868099195152,
0.1,0.9977062415759927,0.9724448120251765,0.9601720809230625,0.9603754055048579,0.9676843823846587,0.9829436739483272,0.9726382335983085,0.9793354257897885,
0.2,0.9795513947174481,0.8590555004607949,0.9029554710993869,0.9261455542683869,0.9390518058408578,0.960473784187399,0.949028366328965,0.9768729801757807,
0.2,0.9842962115061713,0.9165658761391872,0.9404899422848196,0.9555955096056236,0.9527816675533327,0.9701787647315742,0.9439791367736367,0.9526820701050309,
0.2,0.9885297260814465,0.9017684458296455,0.9041130495665926,0.9319060852592043,0.9532917878531189,0.9590117330305049,0.9459190344934223,0.9652112855749776,
0.2,0.9838701959564969,0.8995794951220458,0.9131697707136213,0.9199053353484186,0.9379075769961346,0.9683669594062891,0.9483291078741016,0.919219177233198,
0.2,0.9803904838449838,0.8247344497520622,0.877701968196557,0.930026255851072,0.9359719680098867,0.9675641595990824,0.9379798823421394,0.9278660364053058,
0.2,0.9630870130515192,0.8032518612412707,0.8922438620200897,0.944005029039739,0.9438501643700788,0.973192804846215,0.9546927635842749,0.9932629979738439,
