noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation
0.05,0.998097991001919,0.9889030065673685,0.9914250574207563,0.9932226503095085,0.9955193433237833,0.9968054290363402,0.994582250212827,0.9936023093725118
0.05,0.9988918809100467,0.9872665660507407,0.9848398190093238,0.9844712314821442,0.9862583350439877,0.9906608644391811,0.9833127517117229,0.9933344711673211
0.05,0.9991065922050375,0.9943984964689893,0.9937741314709676,0.9946536119771385,0.9954076856527707,0.9960916973575347,0.9888563688695742,0.9857907692938153
0.05,0.999419006463977,0.9956644985923326,0.9951871129198319,0.9942225547578237,0.9941317716163792,0.9957391333280725,0.9946922119358586,0.9937184250118831
0.05,0.9997479362980156,0.9949066016756346,0.9941463448874703,0.9926122713141795,0.9914960112179995,0.9935399923400683,0.992351768524062,0.9905615143554887
0.05,0.9988657179814565,0.9888620010572613,0.9886539668933895,0.9899404332696732,0.9902400737266378,0.9928501521880393,0.9882560048437726,0.9861880702322536
0.05,0.9991225555020126,0.9888074646974082,0.9898307338676453,0.9924417685663182,0.9924746272460541,0.9937948033362617,0.9877108623126806,0.9929733883785854
0.05,0.9989787781037461,0.9948293160349877,0.992792630403822,0.9914694140128477,0.9925022147349899,0.994040375939558,0.9936733816007719,0.9954211023865325
0.05,0.9985386284513952,0.9938664162867401,0.992843645227685,0.9920507428947325,0.9928761235249539,0.995656945753855,0.9948936442428127,0.9936056098577231
0.05,0.9992152338838577,0.9942900364050117,0.9915972969243383,0.9917706879012971,0.9913369265399467,0.994331460196479,0.9914939721780478,0.9922706033182199
0.1,0.9965864668558894,0.9632013808517715,0.9751922595489688,0.9772820711750483,0.9814056798113446,0.9882247046887979,0.9903221777595534,0.9957305192346039
0.1,0.9929953190131708,0.9654044507973678,0.9735754210150978,0.9776046389300972,0.9867243593857608,0.9899516212179295,0.9858557590171252,0.98634555786301
0.1,0.9885877863032726,0.9347704912637568,0.9549899330919919,0.9698309693033494,0.9763771782451286,0.9863857088682535,0.9720978821294411,0.9850731713378644
0.1,0.9980299562245862,0.9730409246963593,0.9634554386033614,0.9698539966508996,0.9791696938752307,0.9861363707153912,0.9828291516990063,0.9900832596540082
0.1,0.987464251183989,0.953910211055604,0.969801514104443,0.9701169420768003,0.9709716182671461,0.9818232226978854,0.9634929699824597,0.9667252713173766
0.1,0.9947119008171108,0.9649637906499339,0.9629283386265783,0.9662017299885798,0.9722211106978479,0.985241775734238,0.9752363277221702,0.9889689623722243
0.1,0.9945057789098463,0.9716140229078036,0.9812067442203654,0.981596031549112,0.98324220164629,0.9896563157984717,0.9805285720177945,0.992744884888365
0.1,0.9910593109529436,0.9640816778812735,0.9600302712993106,0.9759861143942564,0.9830965170083109,0.9887112904177611,0.968677548371961,0.975917082770809
0.1,0.9902350350322783,0.9443917851257374,0.9707622466249763,0.9783942381537452,0.979024127230944,0.9859496216121826,0.9795064811492677,0.982465081471341
0.1,0.9969400988945679,0.9713594275721842,0.980435758048963,0.9699595983731581,0.9722875066130487,0.9753643271909033,0.9554222992581295,0.9697654900406946
0.2,0.9797921331983193,0.883398138029767,0.8880637221219021,0.9166450608395779,0.9354321588205842,0.9657191683991607,0.8981522827238153,0.9755426918060506
0.2,0.9841097112976955,0.9250486007340053,0.9341141670110348,0.9199349781880429,0.9311876841592792,0.9677161434125136,0.9158866663925087,0.9468853744742918
0.2,0.9611793627277151,0.7887160399767635,0.8988856517217184,0.9140135629653472,0.9304138013167755,0.9519453514682205,0.9542561356915832,0.9747166809242857
0.2,0.9820584890374792,0.8463162186112106,0.865902419907642,0.901998610344408,0.9371751104361851,0.9424836787725676,0.9492785044075623,0.983560912119599
