noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation
0.2,0.9784236287914664,0.8455001567159396,0.890590992537974,0.9038587236235412,0.9398247485714485,0.9651905482069144,0.9519534041960851,0.9626765268151645
0.2,0.9817069500217963,0.8893325857043367,0.9288121810603589,0.9259398041193021,0.9319014452494658,0.9552026467131377,0.9424592336584002,0.9634077900007797
0.2,0.9521172568974273,0.7355993217243595,0.8519493876116129,0.9051540377263894,0.9392436547967672,0.9633365768121253,0.9431390235438749,0.9584536980768403
0.2,0.9743482887639853,0.8568675101109234,0.9109217288441577,0.9294213322779927,0.9401671942289523,0.9648781103882323,0.9369120030117423,0.9733621791978757
0.2,0.9662474118647376,0.903668107411167,0.9002742191196702,0.8984180681233087,0.9286035991652637,0.95889105686668,0.899041267878066,0.9769779871983236
0.2,0.97820557191629,0.8980396637143537,0.8983406601666544,0.9127650526760882,0.9362095227036817,0.9605592946521457,0.9543407403400677,0.9721640835310664
0.3,0.9547824025678137,0.7889953566720411,0.8469812360528608,0.8857770971042814,0.8817680644939178,0.9207898848969251,0.8465488988875561,0.9497426981053589
0.3,0.9418621900801993,0.7641122416435958,0.8196375983697735,0.8711263011760977,0.8842363903338937,0.8986103660673332,0.8299920860412043,0.8834337360287597
0.3,0.95406860644616,0.682972654961163,0.8411091030848794,0.8389394617903457,0.8675279972005197,0.9359174503264164,0.838209118513486,0.8928558306022731
0.3,0.9407324992158106,0.7591869654666267,0.8422699891417296,0.8815100886106084,0.8916435998197102,0.9335344411848264,0.8665616431956408,0.9553181143531023
0.3,0.9308504930053507,0.815337388877577,0.8665811544433404,0.8928407787632241,0.8626209234984503,0.9221032003110314,0.7504043529641221,0.8343147970690997
0.3,0.9419540971350217,0.6718578505982384,0.8131951595804106,0.8100162992603482,0.8684994664922279,0.9273852476743593,0.8801739172654319,0.9061598898484825
0.3,0.93870753898568,0.7253538409974157,0.8282502240805992,0.8708474542721063,0.8484111769326175,0.9322268875728015,0.7983048617518806,0.9116660068114009
0.3,0.9688677822661738,0.9115681725114332,0.8569806772435633,0.8589037136280263,0.8974444740218744,0.9168028375899341,0.8547599471991812,0.9291610534622794
0.3,0.910892603957741,0.737841258513512,0.8301286120964964,0.8403193110371572,0.8826036874268377,0.9328569562853812,0.8440145087801191,0.9263252361672494
0.3,0.9853080131901243,0.632039823226149,0.8067176621378714,0.8641710292860594,0.8551285407515241,0.9196422760341342,0.8349788153240765,0.963153874032018
