k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.7821100917431193,"0,1,2,3,4",5,0.7339449541284404,0.04816513761467889
2,0.8990825688073395,"1,2,3,4,5",5,0.8256880733944955,0.07339449541284404
3,0.9235474006116208,"0,2,3,4,5",5,0.8845565749235474,0.03899082568807333
4,0.9296636085626911,"0,1,2,3,4",5,0.9029051987767585,0.02675840978593269
5,0.9311926605504587,"0,1,2,3,4,5",6,0.9143730886850153,0.01681957186544336
6,0.9281345565749235,"0,1,3,4,5,6",6,0.9235474006116208,0.004587155963302725
7,0.9235474006116208,"0,1,2,3,4,5,6",7,0.9235474006116208,0.0
