noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation
0.05,0.9994308443618364,0.9993693729473077,0.9974566599557092,0.9986977915521009,0.9955085321531137
0.05,0.9998784357577657,0.9991849754664052,0.998154326936585,0.9987800605345772,0.9974166518917076
0.05,0.9995746475040294,0.9994171370605331,0.9979482879824646,0.9989815649295128,0.9948107309863925
0.05,0.9995973229261635,0.9994681003835795,0.9983000263200152,0.9992345103958024,0.9975119810756651
0.05,0.9997341109716622,0.999068115363248,0.9977171051853035,0.9990621090316174,0.9967460633277893
0.05,0.9987839056837665,0.9992638813996496,0.9978884874125842,0.9987726548544851,0.997607266961044
0.05,0.9994907627164881,0.9989958286927348,0.997684843767275,0.9982178412694241,0.996393602950399
0.05,0.9997502230639815,0.9992499020164652,0.9981240859529357,0.9987387957140429,0.9971958664557606
0.05,0.9995375136057578,0.9986844406904415,0.996719714442196,0.9978373237582597,0.9969303972883953
0.05,0.9993980445483782,0.9989359949878116,0.997387564411752,0.9985143083932135,0.9963590764569806
0.1,0.9977814201813865,0.9949836625775155,0.9903586562645739,0.9913251766769356,0.9811596619725685
0.1,0.9983704954969004,0.997743786315695,0.9900743036499271,0.9931260909201519,0.9827119323168407
0.1,0.997280399522408,0.9969289496866798,0.9915001022284249,0.9955131301704476,0.9872792515002962
0.1,0.9991232265953475,0.997169873662145,0.9936634943047619,0.9944446382858444,0.9874021217021748
0.1,0.9954640893513346,0.9972883028756642,0.9923180089074011,0.9957059257201686,0.9899027246800812
0.1,0.9989105422166301,0.9976848521203326,0.9902558042596159,0.9936170189984221,0.9798328076430032
0.1,0.9996580146366977,0.9974059496187304,0.9906996958173852,0.9949426984415234,0.9904203956041578
0.1,0.9980212825342825,0.9964454249998994,0.991339625862561,0.9949268819941518,0.9876648505995805
0.1,0.9988575053372752,0.9971448674359593,0.9923463516643783,0.9951990356946676,0.9868133612127478
0.1,0.999081178482248,0.996253780918133,0.993630707125602,0.9939571544052087,0.98876116353053
0.2,0.9891333923717742,0.9732595756891946,0.9599538350875776,0.9707952956073745,0.9535881195849555
0.2,0.999015995884328,0.9885919399390853,0.9701850343589863,0.9737522963652342,0.9447819361700854
0.2,0.9804635066407571,0.9845747513826654,0.95082227735892,0.9745339316604683,0.9082225203889871
0.2,0.9948079955029366,0.9905247103673324,0.9750295000614458,0.9889014666667223,0.9650111180067656
0.2,0.9925851474865643,0.9891311525390278,0.976727852218805,0.9781310930165685,0.9608935254331343
0.2,0.9929869426273167,0.9934314779047405,0.9763058844280611,0.9887365671455153,0.9454849325041715
0.2,0.9920387259958229,0.9887644203772568,0.9642529474668469,0.9701149452633543,0.9435421235631879
0.2,0.9938512944400151,0.9806099672429116,0.9720322161286762,0.9736091227955697,0.9396174155405194
0.2,0.9960905219309935,0.9837357799137103,0.9715548461066325,0.9751067866191078,0.969127378117915
0.2,0.9973728636624362,0.9796546055857952,0.9525791919523722,0.9539346155107443,0.9270310976585815
0.3,0.9656085175305298,0.9742843852840322,0.9131734377270868,0.9184252420678359,0.8548082769922734
0.3,0.9870956264750487,0.9793607785739471,0.9517925455543743,0.9626905482048175,0.9157606482353922
0.3,0.9964356349657363,0.9725009332063491,0.9303500720035424,0.9648227764375552,0.8787781651537226
0.3,0.9879304780380588,0.9576197407196535,0.9314117563061974,0.9606248892630787,0.9322004571986597
0.3,0.9759384880520173,0.9697963087886801,0.9455045076403047,0.9587131202443818,0.9225343368163877
0.3,0.9713001226757391,0.9611543314944162,0.910890468131305,0.9360208743685209,0.886463274273135
0.3,0.9794812017803257,0.9374321471146908,0.8601881821157511,0.9050396004450486,0.7809699621667885
0.3,0.993937217166224,0.9706636472374124,0.9491470085728024,0.9579956786308248,0.9059419143927226
0.3,0.9763127201240825,0.9575674386137728,0.9099154729871435,0.9314989014468342,0.8454795312804505
0.3,0.9719539736824122,0.963325262964024,0.9286743630961687,0.9509929813353156,0.8520112893789074
