k_value,feature_combination,features_kept,features_dropped,kept_indices,accuracy,n_params
5,"[0, 1, 3, 4, 5, 6, 7]",7,1,"0,1,3,4,5,6,7",0.75,120
5,"[1, 2, 3, 5, 6, 7]",6,2,"1,2,3,5,6,7",0.7433333333333333,63
5,"[0, 1, 2, 3, 5, 6]",6,2,"0,1,2,3,5,6",0.74,63
5,"[1, 2, 3, 4, 5, 6, 7]",7,1,"1,2,3,4,5,6,7",0.73,120
5,"[0, 1, 2, 4, 5, 6]",6,2,"0,1,2,4,5,6",0.73,63
5,"[0, 1, 2, 3, 4, 5]",6,2,"0,1,2,3,4,5",0.73,63
5,"[0, 1, 3, 4, 5, 6]",6,2,"0,1,3,4,5,6",0.7266666666666667,63
5,"[0, 1, 2, 4, 5, 6, 7]",7,1,"0,1,2,4,5,6,7",0.7266666666666667,120
5,"[0, 1, 2, 3, 4, 6, 7]",7,1,"0,1,2,3,4,6,7",0.7233333333333334,120
5,"[1, 2, 3, 4, 6, 7]",6,2,"1,2,3,4,6,7",0.7233333333333334,63
5,"[1, 3, 4, 5, 6, 7]",6,2,"1,3,4,5,6,7",0.7233333333333334,63
5,"[0, 1, 2, 3, 4, 5, 7]",7,1,"0,1,2,3,4,5,7",0.7233333333333334,120
5,"[0, 1, 3, 4, 6, 7]",6,2,"0,1,3,4,6,7",0.72,63
5,"[0, 1, 2, 4, 5, 7]",6,2,"0,1,2,4,5,7",0.7166666666666667,63
5,"[0, 1, 2, 3, 5, 7]",6,2,"0,1,2,3,5,7",0.7133333333333334,63
5,"[0, 1, 2, 3, 6, 7]",6,2,"0,1,2,3,6,7",0.7133333333333334,63
5,"[0, 1, 2, 3, 4, 7]",6,2,"0,1,2,3,4,7",0.7133333333333334,63
5,"[0, 1, 2, 3, 4, 5, 6]",7,1,"0,1,2,3,4,5,6",0.7133333333333334,120
5,"[1, 2, 3, 4, 5, 6]",6,2,"1,2,3,4,5,6",0.7133333333333334,63
5,"[0, 1, 2, 5, 6, 7]",6,2,"0,1,2,5,6,7",0.71,63
5,"[0, 1, 3, 5, 6, 7]",6,2,"0,1,3,5,6,7",0.71,63
5,"[0, 1, 2, 3, 5, 6, 7]",7,1,"0,1,2,3,5,6,7",0.7066666666666667,120
5,"[0, 1, 3, 4, 5, 7]",6,2,"0,1,3,4,5,7",0.7033333333333334,63
5,"[0, 1, 2, 3, 4, 6]",6,2,"0,1,2,3,4,6",0.7033333333333334,63
5,"[0, 1, 2, 4, 6, 7]",6,2,"0,1,2,4,6,7",0.7033333333333334,63
5,"[0, 1, 2, 3, 4, 5, 6, 7]",8,0,"0,1,2,3,4,5,6,7",0.7033333333333334,219
5,"[1, 2, 3, 4, 5, 7]",6,2,"1,2,3,4,5,7",0.7,63
5,"[0, 1, 4, 5, 6, 7]",6,2,"0,1,4,5,6,7",0.6966666666666667,63
5,"[1, 2, 4, 5, 6, 7]",6,2,"1,2,4,5,6,7",0.69,63
5,"[0, 2, 3, 4, 5, 6, 7]",7,1,"0,2,3,4,5,6,7",0.6833333333333333,120
5,"[0, 3, 4, 5, 6, 7]",6,2,"0,3,4,5,6,7",0.6633333333333333,63
5,"[0, 2, 4, 5, 6, 7]",6,2,"0,2,4,5,6,7",0.66,63
5,"[0, 2, 3, 4, 5, 7]",6,2,"0,2,3,4,5,7",0.6566666666666666,63
5,"[0, 2, 3, 4, 6, 7]",6,2,"0,2,3,4,6,7",0.65,63
5,"[0, 2, 3, 4, 5, 6]",6,2,"0,2,3,4,5,6",0.6466666666666666,63
5,"[2, 3, 4, 5, 6, 7]",6,2,"2,3,4,5,6,7",0.64,63
5,"[0, 2, 3, 5, 6, 7]",6,2,"0,2,3,5,6,7",0.62,63
