,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,5,0.002003192901611328,0.7937743190661478,0.7953307392996108,0.7898832684824904,0.795330739299611,0.7904390243902439,0.0264489226363914
2,2,11,0.0021686553955078125,0.8093385214007782,0.8093385214007782,0.8062256809338522,0.8085603112840467,0.8122926829268293,0.026899951237159693
3,3,15,0.0010008811950683594,0.8093385214007782,0.8085603112840467,0.8132295719844358,0.8070038910505837,0.8057560975609757,0.026730461071181114
4,4,16,0.001999378204345703,0.8093385214007782,0.8077821011673152,0.8077821011673152,0.8077821011673152,0.8096585365853657,0.027826093745957823
