k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.7851851851851852,"0,1,4,5,6",5,0.6703703703703704,0.11481481481481481
2,0.8074074074074075,"0,1,2,3,4",5,0.7444444444444445,0.062962962962963
3,0.8296296296296296,"0,1,3,4,5,6",6,0.8222222222222222,0.007407407407407418
4,0.8296296296296296,"0,1,2,3,4,6",6,0.8185185185185185,0.011111111111111072
5,0.8629629629629629,"0,1,2,3,4",5,0.8111111111111111,0.051851851851851816
6,0.8592592592592593,"0,1,2,3,4,6",6,0.8148148148148148,0.04444444444444451
7,0.8518518518518519,"0,1,2,3,4,5,6",7,0.8518518518518519,0.0
