,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3
1,1,6,0.042742252349853516,1.0,1.0,1.0,1.0,0.999562363238512
2,2,16,0.08394455909729004,1.0,1.0,1.0,1.0,0.999562363238512
3,3,26,0.11166882514953613,1.0,1.0,1.0,1.0,0.999562363238512
4,4,31,0.1370532512664795,1.0,1.0,1.0,1.0,0.9991247264770241
5,5,32,0.15487051010131836,1.0,1.0,1.0,1.0,1.0
