K-ADDITIVITY ANALYSIS SUMMARY FOR dados_covid_sbpo_atual (game)
============================================================

Dataset: dados_covid_sbpo_atual
Representation: game
Number of attributes: 9
Number of samples: 87446

OPTIMAL K VALUES:
- Best k for accuracy: 6 (accuracy: 0.6954)
- Best k for noise robustness: 8 (accuracy at noise 0.3: 0.6884)
FULL RESULTS TABLE:
  k_value n_params train_time baseline_accuracy noise_0.05 noise_0.1 noise_0.2 noise_0.3
1       1       10   0.220381          0.541625   0.545651  0.559373  0.570207  0.573309
2       2       46   0.292859          0.588092   0.588138  0.592392  0.608234  0.611558
3       3      130   0.425164          0.641915   0.641839  0.641862  0.646139  0.645849
4       4      256    0.60708          0.677022    0.67674  0.676771  0.676023   0.67209
5       5      382   0.754287          0.690592   0.690996  0.690669  0.688625  0.681421
6       6      466   0.873645          0.695357   0.694968  0.694031  0.691073  0.684455
7       7      502   1.230057          0.695357   0.695022  0.694069  0.691179  0.685088
8       8      511   1.286306          0.694061    0.69506  0.694686  0.692773  0.688442
9       9      512   1.262822          0.694061   0.694374  0.694175   0.69217  0.686857
