k_value,feature_combination,features_kept,features_dropped,kept_indices,accuracy,n_params
3,"[0, 1, 2, 4, 5, 6]",6,1,"0,1,2,4,5,6",0.8666666666666667,42
3,"[0, 1, 2, 3, 4, 5, 6]",7,0,"0,1,2,3,4,5,6",0.8629629629629629,64
3,"[0, 2, 3, 4, 5, 6]",6,1,"0,2,3,4,5,6",0.8629629629629629,42
3,"[1, 2, 3, 4, 5, 6]",6,1,"1,2,3,4,5,6",0.8629629629629629,42
3,"[0, 1, 3, 4, 5, 6]",6,1,"0,1,3,4,5,6",0.8629629629629629,42
3,"[0, 1, 2, 3, 5, 6]",6,1,"0,1,2,3,5,6",0.8592592592592593,42
3,"[0, 1, 2, 3, 4, 6]",6,1,"0,1,2,3,4,6",0.8592592592592593,42
3,"[0, 1, 2, 3, 4, 5]",6,1,"0,1,2,3,4,5",0.8592592592592593,42
