k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.8629629629629629,"0,2,3,4,5,6",6,0.8592592592592593,0.0037037037037036535
2,0.8703703703703703,"0,2,3,4,5,6",6,0.8629629629629629,0.007407407407407418
3,0.8666666666666667,"0,1,2,4,5,6",6,0.8629629629629629,0.0037037037037037646
4,0.8703703703703703,"0,1,2,4,5,6",6,0.8592592592592593,0.011111111111111072
5,0.8703703703703703,"0,1,2,4,5,6",6,0.8629629629629629,0.007407407407407418
6,0.8703703703703703,"0,1,2,4,5,6",6,0.8629629629629629,0.007407407407407418
7,0.8629629629629629,"0,1,2,3,4,5,6",7,0.8629629629629629,0.0
