,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3
1,1,5,0.0019960403442382812,0.754863813229572,0.754863813229572,0.7556420233463035,0.7408560311284047
2,2,11,0.0029990673065185547,0.7782101167315175,0.777431906614786,0.7727626459143969,0.7712062256809338
3,3,15,0.0029997825622558594,0.7782101167315175,0.7828793774319066,0.7875486381322957,0.775875486381323
4,4,16,0.0029993057250976562,0.7782101167315175,0.7852140077821012,0.7898832684824904,0.7844357976653696
