k_value,best_accuracy,best_feature_set,best_n_features,full_accuracy,accuracy_improvement
1,0.754863813229572,"1,2,3",3,0.6964980544747081,0.05836575875486383
2,0.7898832684824902,"1,2",2,0.7665369649805448,0.023346303501945442
3,0.8093385214007782,"0,1,2",3,0.77431906614786,0.035019455252918275
4,0.8093385214007782,"0,1,2,3",4,0.8093385214007782,0.0
