,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3
1,1,16,0.0010030269622802734,0.52,0.52,0.5226666666666666,0.5226666666666666,0.52
2,2,121,0.0029990673065185547,0.5333333333333333,0.5333333333333332,0.5306666666666666,0.554,0.534
3,3,576,0.019109487533569336,0.5166666666666667,0.5086666666666667,0.506,0.5026666666666666,0.5233333333333333
4,4,1941,0.06161165237426758,0.5433333333333333,0.5313333333333332,0.53,0.5506666666666666,0.5273333333333333
5,5,4944,0.15229582786560059,0.5566666666666666,0.5453333333333333,0.5406666666666666,0.542,0.5526666666666666
6,6,9949,0.43970394134521484,0.53,0.538,0.5446666666666667,0.5359999999999999,0.5306666666666666
7,7,16384,0.8572156429290771,0.5266666666666666,0.5346666666666666,0.5386666666666666,0.5273333333333333,0.5246666666666667
8,8,22819,1.1590313911437988,0.53,0.532,0.5273333333333333,0.5293333333333333,0.518
9,9,27824,1.4653379917144775,0.5266666666666666,0.5233333333333333,0.5206666666666667,0.5286666666666667,0.5173333333333334
10,10,30827,1.6937038898468018,0.5133333333333333,0.5386666666666666,0.5146666666666666,0.5246666666666666,0.5273333333333333
11,11,32192,1.9378085136413574,0.5166666666666667,0.5226666666666666,0.514,0.5346666666666666,0.5266666666666666
12,12,32647,1.8075242042541504,0.5166666666666667,0.526,0.5266666666666667,0.5386666666666666,0.5353333333333333
13,13,32752,1.8114080429077148,0.52,0.5193333333333332,0.5259999999999999,0.5073333333333334,0.5193333333333334
14,14,32767,1.8523576259613037,0.52,0.5246666666666668,0.524,0.5333333333333334,0.5166666666666666
15,15,32768,1.7803139686584473,0.5166666666666667,0.5193333333333333,0.5199999999999999,0.532,0.5279999999999999
