noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation
0.05,0.9999999121140011,0.9999254843354732,0.9999804886180681,0.9998386713063585
0.05,0.9999986261177116,0.9999619966014073,0.9999878018791206,0.9999440052358987
0.05,0.9999890246988721,0.9998897163311734,0.9999880423214703,0.9998468858434594
0.05,0.9999968978067043,0.999942708698665,0.9999774464578469,0.9999187912490061
0.05,0.9999950642001094,0.9999666504879622,0.9999784153715382,0.9999849203796277
0.05,0.9999953804311755,0.9999842096042635,0.9999892228209493,0.9999765163749732
0.05,0.9999944382889516,0.9999240624162753,0.9999742654641702,0.9999714252224726
0.05,0.9999978831152497,0.9999312906076671,0.9999677486640439,0.9999324994354406
0.05,0.9999985459307055,0.9999229110126984,0.9999911658331536,0.999929604923314
0.05,0.9999974186030781,0.9998911468118575,0.9999753368246336,0.9997681830619274
0.1,0.9999876671547838,0.9998365081161219,0.9998996164094247,0.999564319121043
0.1,0.9999655247910629,0.9997587422508115,0.9999689608428548,0.9997879846628487
0.1,0.9999680325912513,0.9996302075024279,0.9998132884239477,0.9997316789897406
0.1,0.999985953807907,0.9997412590559623,0.999942392905783,0.9997079320166307
0.1,0.9999584623213056,0.9995099503212623,0.9999277849957748,0.999969171880864
0.1,0.9999766701384699,0.99969477381377,0.999884801249954,0.999127428573474
0.1,0.9999651598583627,0.9998510603017225,0.9998919638456981,0.9997227656349492
0.1,0.9999980120588262,0.9996632351264905,0.9998711261242006,0.9999141559692196
0.1,0.9999609356323288,0.9998154069943879,0.9998130283786671,0.9999875266590852
0.1,0.9999956026500139,0.999677573814833,0.9998680245062611,0.9995624387955188
0.2,0.9998261734891295,0.9980143312759864,0.9982603294953954,0.9964703331583048
0.2,0.9997959250761549,0.998490720157445,0.9970051336298648,0.99668264759902
0.2,0.9999044006960315,0.9975488668912806,0.9988328315635953,0.9932568974788251
0.2,0.9995144094681441,0.9980296206727342,0.9990312609244058,0.9970434381801984
0.2,0.9998363773612394,0.9985383831770009,0.9991004429455966,0.995539459860344
0.2,0.999673379637222,0.9984623803795469,0.9982496986628109,0.9997264361131204
0.2,0.9998254644144576,0.9992468467147914,0.9980517958252139,0.9995646649259288
0.2,0.9996543481143245,0.9994123501427369,0.9993136507777647,0.9997504781724763
0.2,0.9998257745183957,0.997927076426057,0.9990659797366099,0.9991512269291531
0.2,0.9997725303737159,0.9982859396074153,0.9980620489500119,0.9987527968072774
0.3,0.9985766933228536,0.9958140489651981,0.9904060906608549,0.9933892746620067
0.3,0.9999219582375964,0.9904473155459003,0.9886124259061861,0.994489047673043
0.3,0.9987940498652702,0.9923280653588332,0.9909655295874128,0.9902975088861751
0.3,0.9991393310621034,0.990867732166904,0.9909006115305444,0.9864406499164526
0.3,0.9994533081223015,0.994935227891946,0.9920571254967653,0.9909573059445065
0.3,0.9981004873943574,0.9922025488256575,0.9934360833604277,0.9800307829029219
0.3,0.9972354557649852,0.9972941781489966,0.9852978650306742,0.9977634834172355
0.3,0.999240642622208,0.9959022757139769,0.9899038938271917,0.9965543119829378
0.3,0.9987344786507442,0.9951271099985372,0.9902043325076122,0.9964248429690773
0.3,0.999638844242779,0.9949212067685448,0.9925068575648907,0.9993207773125556
