noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation,order12_correlation,order13_correlation,order14_correlation,order15_correlation
0.05,0.9978395783795972,0.9989456030187169,0.9935677175974039,0.9964360940271029,0.9900967495965205,0.9937662823870346,0.9887384068707037,0.990293524232857,0.9865633032635925,0.9858996652785214,0.9827136562313773,0.9805299847964257,0.9782971985646806,0.9748385426243014,
0.05,0.9958372588989312,0.9987732465934162,0.992732104596368,0.9960264608770687,0.9897301225209659,0.9932268962731335,0.9879077402256818,0.9892943371718552,0.985162597404774,0.9865162460099561,0.981327034008156,0.9867193386922855,0.9795155040887059,0.9863683997690653,
0.05,0.9954773266338003,0.9988429773384627,0.9935763006149463,0.9962502785139413,0.9910736580253188,0.9937947639655237,0.9886003669554555,0.9898613161335477,0.984479738574677,0.986039908631588,0.9797770252043829,0.9861227808979601,0.9756470492200582,0.9894728451723738,
0.05,0.9973036187390205,0.998568377698293,0.9924466395116207,0.9957088889689563,0.9898212994331629,0.9931351794679415,0.9881352981178844,0.9895413376404055,0.9870857626761339,0.9868962983356778,0.9864217543685143,0.9882423105900285,0.985894824627278,0.9926203158340693,
0.05,0.9926906592423261,0.9985836801259236,0.9928817195338742,0.9960362641431821,0.9906172020919819,0.9932841231946292,0.9893925506486951,0.9886437892239703,0.986166736096898,0.9840024602087759,0.9799748646228165,0.983413352035875,0.9727769752733749,0.9872620000917365,
0.05,0.9951872631506656,0.9987775842528013,0.9923397776992664,0.9960879261640999,0.9894608648790177,0.9932419873314754,0.9880560267598133,0.9887266235050702,0.9855400978299956,0.9835818964125359,0.9792622984861467,0.9802251976857911,0.9673190085304466,0.9771935880449949,
0.05,0.9947097992768624,0.9985948635226448,0.9926331678679444,0.9959946093670938,0.9898228489480155,0.9931511094748531,0.9878446246951388,0.9893020520039983,0.9864828777307992,0.985805958045002,0.9860288513159544,0.9841876654265732,0.9852952593207623,0.9831063525366348,
0.05,0.9946053036447875,0.9985007316714465,0.9923861167370217,0.9962257343967249,0.9896212723679828,0.993337615338653,0.9875375961890124,0.9884542312520995,0.9827585097595397,0.9836639409036588,0.9733984072839158,0.9833773660665756,0.9575048307838893,0.9887558529289289,
0.05,0.9943176920833277,0.9987250721723541,0.9917737164698537,0.9962735417993186,0.9895150989996585,0.9938784334383958,0.987303380686858,0.9898357617615362,0.9860823613361825,0.984470217527643,0.9861858109303882,0.9784453333547012,0.9863005198902579,0.9712222900182863,
0.05,0.996662108993104,0.9986386411953531,0.9926421771512224,0.9961262926248488,0.9895956306687185,0.9936762912358995,0.987493662106998,0.9898871099782013,0.9843953136603597,0.9844370254099095,0.9807664927729387,0.9783113858586406,0.9782064966621702,0.97350221456878,
0.1,0.9919522322295866,0.9951047838148419,0.9755774640980427,0.986551190513321,0.9658438469050262,0.9767391926862659,0.9602262608984385,0.958106007752592,0.9531518254157798,0.9385553999889759,0.9379056972750818,0.9327109499538677,0.914385866871758,0.9381247213542783,
0.1,0.9842898468350023,0.9953711274949849,0.9754919187436928,0.9856206811215352,0.9692304058175388,0.97764134753738,0.9623994340859319,0.9680315291402286,0.9563517726725829,0.9561983539707637,0.9541854026126165,0.9457766385119526,0.9534208027068191,0.9369489799944891,
0.1,0.992141030958689,0.9951594764191893,0.9743834185706519,0.9851549139294109,0.9639331188529618,0.9749591066619232,0.958048722474428,0.9566104068461699,0.9475605471447871,0.9392996054271668,0.92702500714806,0.931041446962158,0.9039044528348121,0.9186163418696505,
0.1,0.9875136234550326,0.9945524602374641,0.9720516686235374,0.986218965811883,0.9634813693503145,0.9770653150433471,0.9596290567801641,0.9610602711334798,0.946833453292432,0.9487638742153613,0.9136367499168039,0.9535342795680787,0.8661424139125437,0.9748118159490269,
0.1,0.990943930110184,0.9959610572802188,0.9740910831293341,0.9861363269782734,0.9654832592944311,0.9776395185041408,0.9589337201924872,0.9659769975176687,0.9501071031578532,0.9527991267835,0.9390880995892328,0.9453947185018166,0.9284109212051704,0.9404076373353443,
0.1,0.9913664920397955,0.9942158028326888,0.9741072944912981,0.9852791210954808,0.9651060163833811,0.9768654453901446,0.9575880494099073,0.9614560683626819,0.9465885814241183,0.9406442069848635,0.9358459703528617,0.9259551042285569,0.9328518204251499,0.924893313475844,
0.1,0.963897004650114,0.995370157823794,0.9741900585068441,0.9851214120594813,0.9640798623108952,0.9759673647853844,0.9574847444529763,0.9625650221077537,0.9489485385538757,0.9532213994793491,0.9361898987507277,0.9584937989832675,0.9248351578193881,0.9708531524745153,
0.1,0.990526682333001,0.9950320745161788,0.970977611521368,0.9854134780667256,0.9623454448651556,0.9761627931343436,0.9573983662714748,0.963702644046228,0.9519798156005603,0.9574103309837254,0.9439071026284216,0.9674146427764199,0.9320896595548481,0.9906482307791356,
0.1,0.9804330460637347,0.994981600566167,0.9698479267175016,0.9848027983153486,0.9636449311338183,0.9733361299043756,0.957944851413279,0.9519037007514857,0.9471207002312336,0.9224940476600132,0.9330655369562305,0.9072679266944857,0.9209541641889463,0.9135849040480148,
0.1,0.9727618480546574,0.9958937973725591,0.972881233969454,0.9856104177911745,0.9622317219536762,0.974869607142283,0.9543436775713643,0.9592250002092714,0.9471858640813483,0.9444623432345638,0.94219835684562,0.9368143243788205,0.9412279768610166,0.9302374721474398,
0.2,0.9500810722588071,0.977142428157665,0.8991880245977721,0.9493415574388395,0.8760496526838764,0.9279691898343783,0.8654554196453342,0.8923664218989245,0.8396246298176764,0.8587720582526868,0.8017351459190607,0.8408375018580475,0.7654452695534566,0.8070974547215957,
0.2,0.9329353906235821,0.986838713924161,0.906065579726898,0.9545462302656649,0.8764727080699738,0.9227947201348369,0.8681901810232998,0.8810750265054832,0.8535585266519863,0.8351894669299642,0.8184628725378286,0.8040977930561006,0.7428498969718682,0.7880112881296155,
