Feature,Phi_Value
0,0.2693254552674863
1,-0.3161085109504803
2,-0.28231661269727065
3,0.46233363498076446
4,-0.8400466173146288
5,0.31270413980696105
6,-0.01748899277237239
7,0.2778074424860892
8,0.2055595564325194
9,-0.14122421035772392
10,-0.12620179386299332
11,-0.048263835260122546
12,-0.2100510585147314
13,-0.043941272957726596
14,0.5760000000342109
