noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation
0.05,0.9989426344685419,0.9988641179146616,0.9924283815557692,0.9958727618823873,0.9900394437565988,0.9932720256029348,0.98814836993871,0.9895163285628586,0.9855808446305447,0.9835195386458714
0.05,0.9943793487804593,0.998385023142419,0.9932776654298815,0.9959176750303115,0.9902613007714725,0.9929695469794828,0.9884511795851384,0.9879706618732395,0.9846668570536258,0.981851841318677
0.05,0.9943430841812122,0.9987601061276129,0.9931167744626693,0.9964397934609402,0.9899707127892783,0.9938735942678415,0.9872136045860898,0.9900656656980933,0.9855905830326557,0.9839721244081957
0.05,0.9964236970987793,0.998846950033775,0.9930338671227277,0.9959164881791903,0.9901843906539631,0.9931802926696579,0.9885236787957282,0.9888278176996332,0.9863170819272027,0.9849214216539448
0.05,0.9922584753473993,0.9985081569567187,0.9930039166709848,0.9957169951113418,0.9898894148856012,0.9933403780994747,0.9862792082244941,0.9893680656754983,0.9804176902296087,0.9834535925152265
0.05,0.9964572861735931,0.9986702699585168,0.9932446926625443,0.9960130374143065,0.9904486307355908,0.9933898123669813,0.9886322598620286,0.9894731357993317,0.9860125781049386,0.9857964645137687
0.05,0.9949011705166958,0.9988041661514852,0.9929885841280854,0.996330652289828,0.9896243081829528,0.9936152845644632,0.9872068560555366,0.9886097526872933,0.9827585831305684,0.9844248897145704
0.05,0.9955621880607046,0.9987521434669543,0.992835569018545,0.9958540604641057,0.9895168761804823,0.9928711460398483,0.9875981328609245,0.9873565656146635,0.9852605312326889,0.9782705251354585
0.05,0.996297945798969,0.9985578270973651,0.9927272458974726,0.9959776474650867,0.9893951878383231,0.9931288207466712,0.9883207450973058,0.9897875012198207,0.9865401328199584,0.9872444258494932
0.05,0.994585893323313,0.9987557572839201,0.9933709644855461,0.9962799252088028,0.9901894396532247,0.9937327414483716,0.9880813847626022,0.9896412481094831,0.9868393873632525,0.9827176920599785
0.1,0.9844780415890777,0.9939389109070738,0.9731696276090586,0.9848468044810053,0.9623025378959568,0.9759867931624742,0.953519717226049,0.9643615673128786,0.9409059240619616,0.9563498784158335
0.1,0.986679851923609,0.995653504941681,0.97576878231116,0.9858918652570303,0.9684827549435214,0.9748549728201619,0.9631590124800807,0.9586452939025152,0.9502599218002871,0.9438496951756975
0.1,0.9856800203335766,0.9930308433687,0.9738540912977364,0.9859858911781357,0.9629125835929845,0.977291732946607,0.954003621814159,0.9606805354165228,0.9386985895329668,0.9364147389606716
0.1,0.9799176327773201,0.9952027092159855,0.9743221457261763,0.9862607433420484,0.9631954133302029,0.9772133229426182,0.9569757296088894,0.96310928669208,0.9490631013818451,0.9467494897762826
0.1,0.9678613152756408,0.99510817431194,0.9699778314299401,0.9851902907654533,0.963287555380198,0.9764821462696905,0.9570707372953408,0.9599520287996,0.9522504997094323,0.9391601137763945
0.1,0.9872950477256724,0.9942966813461757,0.9716007073596086,0.9859167395913704,0.9613109997392961,0.9782348282792651,0.9555102035762698,0.9637495892145875,0.9505683109327092,0.945943570132989
0.1,0.968599824796976,0.9938327100132323,0.9714766147853929,0.9851779079268725,0.9634357901725084,0.9741534457296268,0.9561442052540036,0.9594017965689706,0.9519612196397685,0.9502793593765994
0.1,0.9884578470259628,0.9959205439200318,0.9736981975748875,0.9860096675767176,0.9632461334603167,0.9769865608960709,0.953646450661158,0.9639937073386491,0.9413182142504254,0.9516799280142133
0.1,0.9893505975136907,0.994931445547241,0.9740068916257192,0.9838370560951392,0.965549389701112,0.9751936575448265,0.9574169780247469,0.9615894049444896,0.9465148835707583,0.9419906986254918
0.1,0.9846431282014847,0.9951946936612085,0.9733977641300462,0.9863618028270548,0.9624366681628884,0.9778837527557566,0.9558730803979071,0.9658701542883955,0.946768076616972,0.9572470202498122
0.2,0.9136513581495688,0.9832361818184078,0.9002241264627959,0.9531504973173317,0.8757573508197122,0.9232983793057745,0.8406575890312797,0.877438700169624,0.7722475553996471,0.8336738233747674
0.2,0.9611442199023447,0.9856386880594856,0.8968194029207901,0.9545081364473076,0.877231255508149,0.9211475767522097,0.8623887706736619,0.8743566360464506,0.8251427759013623,0.842940745604331
0.2,0.9206786163113132,0.9795483895180028,0.8906558379903791,0.9527948010324585,0.8697236166281868,0.9267142031426391,0.8465437971685751,0.8839806181657928,0.8050309983874785,0.8382041607088574
0.2,0.958421979924421,0.9804352457723724,0.8989435823296062,0.9470979840767034,0.869854399543207,0.9130162418137222,0.8455802634119781,0.8595110939273766,0.8191765957035639,0.7996540576794648
0.2,0.9617763573974621,0.9790104183859998,0.902793185849715,0.9522205731693636,0.8813601623382024,0.9251778784244652,0.8654791476936192,0.8718611179892087,0.8455312200174053,0.8065569632084321
0.2,0.9637710725047618,0.9821377548864435,0.8942644477766565,0.9469925794296952,0.8671985597577205,0.9125599672358532,0.8369024669194763,0.863356546403035,0.7863089865589424,0.8202255987765931
0.2,0.9499085207658549,0.9814710854233188,0.9011408127232655,0.9516234192496426,0.87294012717167,0.9190411460606939,0.8542880478819129,0.8712732888285254,0.824096625039996,0.8307815529578667
0.2,0.9394983021933958,0.9812340791039362,0.9061882866365987,0.9495504064942424,0.8851707946900328,0.9202366126231258,0.873616302487361,0.873863563956507,0.8648031545944316,0.8157476010434836
0.2,0.9640137577414516,0.9871675521664615,0.9076738567090814,0.9499853934094641,0.8743517388062504,0.9123405768155114,0.8516321078264925,0.8628743869535671,0.8092633996791951,0.8029287699846838
0.2,0.9518214535861224,0.9824892823103436,0.906813950027977,0.9491892328375969,0.8812977501846374,0.9172537063105388,0.8618963071417377,0.8682229784048487,0.8362508687592682,0.8120089336235911
0.3,0.8628287596198685,0.9626682469483497,0.8117022123191991,0.8990039430405707,0.7818246586248774,0.8434832014376449,0.7681680954031043,0.7726230978545231,0.7253485822710811,0.6940387478987021
0.3,0.9169807400623314,0.9535533353364932,0.7966511069561856,0.8845641711361377,0.7358500824867951,0.8315297382796553,0.718613560566822,0.7416957746579436,0.7149268354383909,0.6429869642047416
0.3,0.8204027700611259,0.9671490760303861,0.8223654854789442,0.9053674741236091,0.782246708739679,0.850516114975827,0.750038281051897,0.7445550313976538,0.6967207310841803,0.5974629046739642
0.3,0.8707450959148865,0.964278623684989,0.8400748441672853,0.9088210854440221,0.774276806582013,0.8540013202591155,0.7420135587746715,0.7728452544005532,0.7014894404813738,0.6918165658684603
0.3,0.8867609436900612,0.9554886306424079,0.7896330312934904,0.8903661133115284,0.7400516096466129,0.8351627931861173,0.7045676792066654,0.7657084258788783,0.6709110625178439,0.6879824215854126
0.3,0.8650801045722528,0.968102287603604,0.8087375272254149,0.9035747732772098,0.7772837124409926,0.8407161147446228,0.7512061508465326,0.7626514641125377,0.6991943296072496,0.6785663014648146
0.3,0.7374308151201766,0.9616090707495266,0.8117542496464432,0.9085983293670442,0.7832193697573119,0.8614033755723784,0.7347249445494359,0.7809166448279875,0.6313999130143604,0.6642273515617286
0.3,0.7991631419275566,0.9659229490332739,0.8238383820518321,0.8961000414087066,0.7841311858810415,0.8294979776655866,0.7532594286356294,0.7374843112791503,0.7136242424037136,0.6383066590000476
0.3,0.8962298634463496,0.9547277985128175,0.7992361515795765,0.887783088972705,0.7665910530203898,0.8382332737232581,0.7653953996475708,0.7583487630451364,0.769059290041916,0.6986878441626055
0.3,0.8302588559032347,0.9474533033849398,0.8281776761306673,0.8940215979517053,0.7785990727070101,0.8426869092372377,0.7321237342980305,0.763634881573021,0.6762183501813936,0.6957167859536161
