noise_level,phi_correlation,order2_correlation,order3_correlation
0.05,0.9971223782052805,0.9990923698078022,0.9941061254067027
0.05,0.9976002404823134,0.9992103303485312,0.9939750321102777
0.05,0.9984611539832855,0.9990959447306568,0.9943364656698168
0.05,0.9956672985127444,0.9990641373706357,0.994108086527052
0.05,0.9978819950024683,0.9989292465783395,0.9951169288345193
0.05,0.9978524618336928,0.9992225465478436,0.9945674404711397
0.05,0.9966700409214695,0.9992273776343565,0.9949075985630734
0.05,0.9978531096987228,0.99907665006552,0.994881237915651
0.05,0.9974757983223059,0.9989034788102231,0.993930618609367
0.05,0.9977978066023444,0.9990854803735453,0.9948248751752118
0.1,0.9860795051409029,0.9961715461144917,0.9770461351431784
0.1,0.9853244718522733,0.9957815704562657,0.9802186232032619
0.1,0.9922207441813646,0.9969246291480994,0.9799230022476326
0.1,0.9897456441446613,0.9958997798594539,0.9793258571530155
0.1,0.9922402064032829,0.9969196282285865,0.9802979724999866
0.1,0.9865808544083546,0.9969049684039353,0.9794922369427868
0.1,0.9953420317433216,0.996641834843031,0.97744071328222
0.1,0.994638778627795,0.9973525573874301,0.9812410111872896
0.1,0.9944111221237263,0.9966270212303214,0.9779034763352705
0.1,0.9947565134130302,0.9967247431248702,0.9772780451982858
0.2,0.9638664045943631,0.9863015536304132,0.9263568280493599
0.2,0.9406199991141648,0.9830642356547399,0.9244186663095066
0.2,0.9585218914358654,0.9868192679756954,0.9285318054615873
0.2,0.966073404437781,0.9875827200152724,0.9320850137518975
0.2,0.955875952684774,0.9873912988727152,0.9313854564997981
0.2,0.9407361374389187,0.9881478226195358,0.9252721065401691
0.2,0.9442123593133704,0.9879770113064328,0.9208971939528985
0.2,0.9732945518898122,0.988780917352137,0.9186059157065024
0.2,0.9475026837807219,0.9875822530712466,0.9285472074174698
0.2,0.9718049219383139,0.9865439462821031,0.926273254168235
0.3,0.8720331923324254,0.9716660091744501,0.8373203461195952
0.3,0.9300494057899689,0.9698519553013591,0.8395629228574325
0.3,0.9378020579975511,0.9609822419812882,0.8376778265112237
0.3,0.848684110977452,0.9737376122217137,0.8239088621374493
0.3,0.8750573236901651,0.9680905734424466,0.8374351872493518
0.3,0.9109170670761253,0.9724512353439746,0.8113432166900151
0.3,0.8738667394452437,0.97994019335497,0.8573921864431244
0.3,0.9531575496828559,0.9659225083358917,0.8410579815791968
0.3,0.9104458849757511,0.9673159093938042,0.8447517825082015
0.3,0.8909503773112691,0.9745257283321652,0.8428791167591814
