noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation,order12_correlation
0.05,0.9949302229907565,0.9984509463296818,0.9930532261844272,0.9960382910922333,0.9901468645715049,0.9933313030821623,0.9880566010329732,0.9885175050232682,0.9848633646686149,0.9825847287059819,0.9798807927976605,0.9786023354805198
0.05,0.9945231059779619,0.9989481390910446,0.9929993526186872,0.9959750982757888,0.9903613908971352,0.9925466951955565,0.9890920855559812,0.9887171106629248,0.9870104041189852,0.9863037799521246,0.9826854295279053,0.9859737836041419
0.05,0.9950547102526,0.9985555168128672,0.9920379849196621,0.9960749744713834,0.9897661802110905,0.9935845348424172,0.9878497018641701,0.9885073488865792,0.9850715994851955,0.9808575844704076,0.9817092752898667,0.9770274843606637
0.05,0.9906396303299486,0.998761943070772,0.9928422127827237,0.996037348714598,0.9902774695341562,0.9930272744935046,0.988061003512819,0.9881700393547387,0.9840489932352241,0.9836980936347343,0.9768402865344218,0.9818773467990265
0.05,0.9969858548427399,0.9984672643095573,0.9921974649567485,0.9957993443880806,0.9889000470195556,0.9928762513742385,0.987796000282861,0.9881099096820452,0.9865382182625584,0.9835597495315738,0.9843744919847566,0.9837291201858356
0.05,0.9975653470895416,0.9987221900758905,0.9925536882381589,0.9961389475398879,0.9896877051590557,0.9935838560470152,0.988200772237342,0.9901643683702368,0.987850363082153,0.9866557375731577,0.988059327376019,0.984988702480446
0.05,0.9935548024838848,0.9983641521754286,0.9919422567021173,0.9959146270395661,0.9890380204455052,0.9932144497293266,0.9870280279994511,0.9900657408001472,0.985308985970414,0.986933108284274,0.9832954382313366,0.9831822345639222
0.05,0.992938982163362,0.998988322197569,0.9930816245184683,0.996463557231368,0.9902104548175461,0.9939779831708889,0.9882352848029846,0.9900288465974744,0.9842954862906668,0.9862047613346315,0.9778162715185654,0.982870378278299
0.05,0.9947695425909491,0.9987616062934005,0.9921659290241149,0.9958541554142177,0.9897920156472111,0.993547878209278,0.988367975389429,0.9903494939165878,0.9862281455475338,0.9876254381997959,0.9825735048008089,0.9871326305631795
0.05,0.9967233061143692,0.9985342891270987,0.9929164606355018,0.9957737454467829,0.9898988406848541,0.9927101189479716,0.988817813671935,0.9882245440141274,0.9871356563123204,0.9834715414824706,0.9811034532703293,0.9805781196857594
0.1,0.98060346597836,0.9950036479765464,0.9740836658388969,0.9854665307953674,0.9659800546200625,0.977195622752132,0.9593740363821416,0.9669209056403725,0.9468771223441718,0.9543067744832926,0.9324688239404028,0.9389107185456925
0.1,0.9738683567293265,0.9940482302912398,0.9709008497910657,0.9843849971947809,0.9621573485192236,0.9761309256220252,0.9564578631253046,0.9664728173489407,0.9483264021693013,0.9588282327916173,0.9408838988883088,0.9569242636919006
0.1,0.9813447967570254,0.9947083223711602,0.9736081267809673,0.9867181146516094,0.9670102634477138,0.9789934090894161,0.9603028933422699,0.9664886421023495,0.9508770769981404,0.9532993634126562,0.9430398105993584,0.94739798878473
0.1,0.982373717674479,0.9951634423891423,0.9711455833382104,0.9848098849186105,0.9622072804538846,0.97353309833007,0.9561640281869479,0.9603894276005952,0.947771148590449,0.9524405431339793,0.9356323386822899,0.9523166195260168
0.1,0.9826229099035074,0.995005865981358,0.9712626765549655,0.9857991826781226,0.9605502036294341,0.9781907568240586,0.9521270406629081,0.9636352877090635,0.9395831847959614,0.9421527165399168,0.9266219309910686,0.9243207406337494
0.1,0.9842839143294901,0.9946986460300962,0.9710388691339663,0.9842693164023928,0.9601429495178371,0.975374898019906,0.9551161714305667,0.9618199666174346,0.9552733806453243,0.9482787388033022,0.9597074419928144,0.9475729283149005
