noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation,order12_correlation,order13_correlation
0.05,0.9953980036203463,0.9984167456613129,0.9923800962903315,0.9958196178111971,0.9896472636261074,0.9933714153823828,0.987597173342168,0.9901401406933276,0.9858642625996606,0.9866351163797197,0.9854109739616803,0.9823196682843955,0.9859937133812395
0.05,0.9969215238713739,0.9987975029623156,0.9928117320940315,0.9959037603601149,0.9907001122096877,0.9932805834793127,0.9894018225952499,0.9885976732111962,0.9870352244927308,0.9812544012445451,0.9822425246148893,0.9748529119845756,0.9754464169163639
0.05,0.9930882771009449,0.9987611321430446,0.9918957847590326,0.9962158575941448,0.9891684283797313,0.9938808311328259,0.9876379962547914,0.9889645608740731,0.9860820865626807,0.9816382189517162,0.9835995617633003,0.9773005162803975,0.980054212594825
0.05,0.9979404394687715,0.9987609420175269,0.9928915114010588,0.996142981788409,0.9898847025493472,0.9936978500579866,0.9878397205528947,0.9895140041553462,0.9845598024780313,0.9818505830337134,0.9795948436648888,0.9697205633942102,0.9727636831388778
0.05,0.9966314380945809,0.9990032375332071,0.9936287528443094,0.996096804025006,0.9912390706385537,0.9933784365626539,0.9893174049731919,0.9894822530110126,0.9875363546670579,0.9865168030261156,0.9855394667519709,0.9864845455065181,0.9825956399171263
0.05,0.9964882522052813,0.9985263304466401,0.9923383517969567,0.9956505887482822,0.9889558348049081,0.9926322360513555,0.9866919941473029,0.9887068679096408,0.9845010825081365,0.9854844398796859,0.9834403581421077,0.9836702513080594,0.9848823085013144
0.05,0.996716135603519,0.9989166332502452,0.9929789264712051,0.9961386840766163,0.9894713909878912,0.9933543827643693,0.9872980054432443,0.9890054623662664,0.9858292775464162,0.9842299920275841,0.9855717625485498,0.98116841197205,0.986981937565149
0.05,0.9977015598823109,0.9989517152213265,0.993212174631781,0.9963143969389908,0.9908796842040513,0.9936558010612649,0.9889170449886093,0.9910874385382104,0.9865274623465564,0.9896537347429827,0.9861548148347962,0.9889572283633609,0.9906898221471333
0.05,0.991554053989822,0.9986615671772049,0.9933527208197449,0.9961830347253198,0.9908313623853962,0.9936798347121623,0.9884805406141874,0.9900367411026442,0.9860728650759373,0.9875630239712868,0.9837032700332753,0.9882920908788475,0.9803128676755587
0.05,0.9944728919036142,0.9985150618961647,0.9929765019614759,0.9958843029426423,0.9902605130335514,0.992567671353455,0.9878202334317183,0.9872117538194586,0.9855084530839701,0.9820578671541559,0.9830474360197348,0.9789154587534951,0.981325369420672
0.1,0.9666425616790943,0.9958574851689902,0.976277456490295,0.986208673141241,0.9665247422789776,0.977104053071115,0.9622183948560779,0.9620557996174126,0.9583642788129908,0.9459330409402062,0.950110231093848,0.9410783119829021,0.9295167770255706
