Index,Interaction_Value
0,1.5863008722875596
1,-0.021936366426859113
2,-0.08323599800083259
3,-0.3977790745743296
4,-0.3160952761980182
5,-0.14180500076097252
6,0.04714975050415966
7,-0.1810709004722425
8,-0.3237346474999098
9,-0.031706689450868915
10,0.017134632237533656
11,-0.4886417488416974
12,0.07451371811552489
13,0.2692236269910775
14,-0.3430190385403822
15,0.17446833492655484
16,0.09661974222168952
17,-0.1161071456143573
18,-0.14554631010487298
19,-0.027789371658285083
20,0.26652097824763366
21,-0.46112752346537983
22,0.01912720921019565
23,0.04638567493346098
24,-0.008791522998295824
25,-0.6927608546086209
26,-0.12718350362224884
27,1.678789851422434
28,-0.16425509986341222
29,0.20427901631578782
30,-0.2754012713573083
31,0.16447769363695067
32,0.05647027043838808
33,0.08095733746804624
34,-0.09758350816500516
35,0.0786772039178387
36,-0.029994824974024437
37,-0.31786344211944373
38,0.10146772276640856
39,-0.27947368204307177
40,-0.22723093146699705
41,0.16456054213844262
42,-0.4089822970505245
43,0.1717391904965513
44,-0.04638213214943127
45,-0.1236095265664105
46,0.03403365037690598
47,-0.09160697056012362
48,-0.4539891027481702
49,-0.11018873179140362
50,2.1517434115176375
51,-0.2977643449723749
52,-0.3099811144404008
53,0.5946262442984194
54,0.2456814124380632
55,-0.32190354316407466
56,-0.45006746681334125
57,-0.2162042104954996
58,-0.4629390543812911
59,0.16124212351641898
60,-0.2421499307504286
61,-0.494785399355897
62,-0.5595062017339144
63,-0.0785302030736988
64,-0.40935846868627523
65,-0.12146108695851622
66,-0.6094497386520191
67,-0.5077138648833363
68,-0.05438520583159763
69,1.6151273425244044
70,0.04749103597505279
71,0.24282810721743503
72,0.21353091985253395
73,0.10161722343760006
74,-0.21815185327992592
75,-0.20128011445344549
76,-0.11530040090042784
77,-0.1696909466051704
78,-0.32579845228743665
79,-0.004188487801099184
80,-0.22216214648725563
81,0.05217304963809827
82,0.19071816981208387
83,0.12572479443719117
84,1.155931964793899
85,-0.03789257575189862
86,-0.3950480200575988
87,0.011936990505858305
88,-0.4228012132609168
89,0.07388365771665664
90,-0.1922438036969873
91,0.1433819958005565
92,-0.40051255628504745
93,-0.19279301577836852
94,-0.5339106929069439
95,2.108920011752684
96,0.10230993350515635
97,-0.5519285452944053
98,-0.2889617332824895
99,-0.6022890327939757
100,-0.44824237054020877
101,-0.2690575832394518
102,2.492298562605517
103,0.03648568304821955
104,0.33143325436216875
105,0.00852055080158276
106,0.009114948544083156
107,-0.17701219201518936
108,-0.44859217566255843
109,0.25966421532029393
110,-0.07807219754696601
111,-0.16009860487332117
112,-0.2114297344670159
113,0.4863437152401013
114,0.23100861146290275
115,-0.20378713084795344
116,-0.0037753674891595835
117,-0.07571861951242335
118,-0.17079336794363603
119,0.28661489944588886
120,0.21805402474840752
121,0.2735570432341942
122,-0.32217808639062745
123,-0.06250214711684166
124,0.15391722611847475
125,0.04209982570659002
126,0.16819212881007317
127,-0.08822631949063589
128,-0.10482860337799023
129,-0.10688299105415934
130,-0.058344121586714794
131,0.15446013009358345
132,0.32435714563969514
133,-0.08917263675004856
134,-0.15415598480715278
135,-0.052820644410066626
136,0.06305621596859715
137,0.06225336628756734
138,0.1172627595317088
139,0.12035129503757375
140,0.13153775363243156
141,0.1873883103286261
142,0.19021718867463813
143,-0.031956635562328965
144,0.15358330318414778
145,-0.02342014889662704
146,-0.05740872640535921
147,0.07085361450904262
148,0.22498184124306983
149,-0.16584944389666736
150,0.2084703606992325
151,0.06473684829306924
152,0.12726664031990656
153,0.018933081255729182
154,0.05132628457347728
155,-0.10018326527858894
156,0.1287339501487761
157,-0.15268767868229197
158,0.09053802045283452
159,0.11875245360440141
160,0.11961409962277308
161,-0.08491585852567293
162,-0.08084321698755939
163,0.12858562704732476
164,0.29030188217989916
165,-0.029507690282967385
166,-0.1333992886531156
167,-0.04845017051038616
168,-0.03281173808801473
169,-0.07910880807717914
170,0.07783174922571406
171,-0.06447894839032965
172,-0.11890492704647722
173,0.04624673275726075
174,-0.019448148516964175
175,0.10444884309809899
176,0.03945238068463438
177,-0.15049784810913638
178,-0.008460332602799032
179,0.24843816588182827
180,-0.05187199777973086
181,-0.16441929262136548
182,0.26871029498498405
183,-0.38093924863523687
184,-0.07255414865450714
185,-0.1836476127633199
186,0.2162115832846362
187,-0.06593814744283742
188,0.2096983188275156
189,-0.06797412558138274
190,-0.04477187162837805
191,0.1712382451299674
192,0.06320440910400486
193,0.3471135294678604
194,0.18898026872874138
195,-0.14549809094786476
196,0.2921695859144508
197,0.10233792919369629
198,0.23906476119248873
199,0.1266232453743455
200,0.012066377152832517
201,0.046837222087506215
202,0.0757095166670191
203,-0.23447199435921282
204,-0.04015574184640096
205,-0.18117217033104385
206,-0.28542790298706705
207,-0.05783204836873805
208,-0.29101121924486023
209,0.016284021363955008
210,-0.0695282416600442
211,0.14137012549542977
212,0.17157805116975042
213,-0.17995142739618872
214,0.07711556209723598
215,0.04681703515334541
216,-0.36984005939551134
217,0.024501929459649633
218,-0.15428088168085075
219,0.3317607088502472
220,0.10560850486468518
221,-0.29094589669590976
222,-0.03292366926704167
223,-0.4118063991317109
224,0.04143230419691488
225,-0.0507509336598996
226,-0.2311312352636553
227,-0.15104512823675503
228,0.07551151305541497
229,-0.10728131524244433
230,0.1605847072293917
231,0.04490236968160574
232,-0.03401782539858765
233,-0.19289786795260577
234,0.1524150294246094
235,-0.22759511538477709
236,-0.0649420099198913
237,-0.02082553662460973
238,0.4011320089351001
239,-0.007840986112173064
240,0.014871254802612408
241,0.011063100355730705
242,-0.1632844911123911
243,-0.20243940744815395
244,-0.1385374095866839
245,-0.08615893876137426
246,-0.1348151164026382
247,0.15978665340536247
248,-0.00635373255457783
249,0.04305287245314009
250,0.06175376262271712
251,-0.04175396981098713
252,0.22290463188118304
253,0.4311275439713921
