,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3,bootstrap_mean,bootstrap_std
1,1,5,0.3659815788269043,1.0,1.0,1.0,1.0,0.9997476806357761,1.0,0.0
2,2,11,0.8589992523193359,1.0,1.0,1.0,0.9999965670834798,0.9995931993923737,1.0,0.0
3,3,15,1.2884008884429932,1.0,1.0,1.0,0.9999948506252199,0.9995829006428136,1.0,0.0
4,4,16,1.3613898754119873,1.0,1.0,1.0,0.9999982835417398,0.9996326779323544,1.0,0.0
