,k_value,n_params,train_time,baseline_accuracy,noise_0.05,noise_0.1,noise_0.2,noise_0.3
1,1,9,0.0029993057250976562,0.6166666666666667,0.6273333333333333,0.6066666666666667,0.6126666666666667,0.6006666666666667
2,2,37,0.003000020980834961,0.63,0.6359999999999999,0.624,0.6233333333333333,0.6053333333333334
3,3,93,0.004000186920166016,0.6333333333333333,0.6346666666666667,0.6300000000000001,0.6393333333333333,0.634
4,4,163,0.004995584487915039,0.6566666666666666,0.6466666666666666,0.6486666666666666,0.6306666666666667,0.6366666666666666
5,5,219,0.0049991607666015625,0.6333333333333333,0.6353333333333333,0.6306666666666667,0.6199999999999999,0.626
6,6,247,0.004999876022338867,0.64,0.6346666666666667,0.6279999999999999,0.6226666666666667,0.6346666666666667
7,7,255,0.0060007572174072266,0.6533333333333333,0.6486666666666666,0.6413333333333333,0.6346666666666667,0.6253333333333334
8,8,256,0.006216764450073242,0.6566666666666666,0.6553333333333333,0.6546666666666667,0.6573333333333332,0.6486666666666666
