Feature,Phi_Value
0,0.3072711692998405
1,0.5522513483337712
2,-0.725455833025841
3,-0.3101677451892361
4,0.5753618641521442
5,0.07326118119645768
6,0.32287192063291287
7,1.6658405461975636
8,0.17354781899097146
