noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation,order12_correlation,order13_correlation,order14_correlation,order15_correlation
0.05,0.9930725715136787,0.9949969218884666,0.9938937998734136,0.9895972487837306,0.9909452380349324,0.9883500856278905,0.9881185411475858,0.986054422337644,0.9846452933827914,0.982531761167757,0.9824749379646587,0.9792032807281569,0.9822414147165626,0.980547854031614,
0.05,0.9924985269620452,0.9943563799184638,0.9935810292303419,0.9898211514516435,0.9900871032801062,0.9885745890448002,0.9872757015031675,0.9862899125569581,0.9853136047934792,0.9772788065280007,0.9842731467400775,0.9586268486994535,0.9845383209229202,0.9378348945680411,
0.05,0.9951200809012068,0.9933379568531969,0.9934392220581487,0.99004372367472,0.9904928148601627,0.987851302044995,0.987839105991315,0.9836517882201512,0.9832432756313265,0.9778914337469138,0.9797188369294265,0.9740449628564878,0.9790836622038349,0.9746044820562462,
0.05,0.9949614140472227,0.9944133850860246,0.9934314886116737,0.9899748309769324,0.9906001073777982,0.9886160727282689,0.9884467335872436,0.9874608039292174,0.9853219839839539,0.9837221903685616,0.9841872907588534,0.9746695214504014,0.9849373243869247,0.961842403253594,
0.05,0.9943766519054107,0.9940919467316367,0.993144405057308,0.9897831881517568,0.9903268861611882,0.9879658014254632,0.9874931505579775,0.9859879890949051,0.9848765589269945,0.9811275653311924,0.9827231468634798,0.9724614591513306,0.9808101053744552,0.9676242850741877,
0.05,0.9948799384901703,0.9936657698628257,0.9940388746467768,0.9899537285399151,0.9910785094574623,0.9879135248273689,0.9877439467494542,0.9852322652919179,0.9840851059588388,0.9796198181961198,0.9845558517578605,0.9707680985015746,0.9897362338141302,0.9585302002221365,
0.05,0.9971253986957395,0.995739333010753,0.9928419733982428,0.9898968191033396,0.9901350984774808,0.9874414036290097,0.9874150273318607,0.9845781962498507,0.9838510911370334,0.9786549021280275,0.9824325408394332,0.9655526813945811,0.9825978903247923,0.9422267331588804,
0.05,0.9977692012983163,0.9953566258861752,0.9942363123058131,0.9907458689644327,0.9917724547590384,0.9885899075453866,0.9883429206276599,0.9855247274967631,0.9835773421544509,0.9812577044879472,0.9830258329581227,0.9770792774367053,0.987274656775339,0.9750262876579274,
0.05,0.995743225357319,0.9943313506892512,0.993592050320865,0.9896860244400137,0.9910250591389962,0.987804993726104,0.9877386096131888,0.9844681172473309,0.9852493897282377,0.9792139878683241,0.9848738145730029,0.9750366194169763,0.9827303534175215,0.9820557024192457,
0.05,0.9944226940183605,0.994766492179283,0.9922980735602099,0.9887139876659956,0.9898471105936616,0.9870016755630632,0.9866839406745735,0.9848338948428694,0.9829232574927655,0.9784698546964758,0.9814791241394131,0.9676316683373304,0.9830415082116997,0.9551962255967825,
0.1,0.9787516022005651,0.9806236412039416,0.9761214470760086,0.9679561753353183,0.9677953912628747,0.9638523006627595,0.9568267815201533,0.9565419591503582,0.9435599117918043,0.9394784981829776,0.9483965895682172,0.9012133070428796,0.9769086270008674,0.8203089679615587,
0.1,0.984989632245469,0.9769930624006689,0.9766977862399226,0.9632351718593785,0.9689354243196255,0.9587908672580685,0.9605384937961966,0.9502272823331003,0.9485870110555691,0.9247934800480828,0.9378124886906708,0.8669605595139116,0.936142338941317,0.7560751905481212,
0.1,0.9838727092140814,0.974782230025887,0.973945541814847,0.9586138297049795,0.9634635540749898,0.9530567702324005,0.9554292045154278,0.9417014125465242,0.9468950849812248,0.9195074349125582,0.9384308950462166,0.8951637454612463,0.9298204732591994,0.8870950255517354,
0.1,0.9800913351752554,0.9835726637139245,0.9759153259945295,0.9638885480326789,0.9642793746206471,0.9576397562665419,0.954748150725083,0.9505071120859772,0.9445078376652448,0.937097075077385,0.9404562352225059,0.9128094611699685,0.9490371633192609,0.8669459494775192,
0.1,0.9775333766198285,0.9765546062616551,0.9733287256838213,0.9644468576535775,0.9637142032397377,0.9592871440432269,0.9525673355788985,0.9527066889073367,0.9359070982736167,0.9334344323438846,0.922805878042972,0.8959640871566057,0.9174591446185129,0.8674339218134134,
0.1,0.9619970160996771,0.9840235387059456,0.9753229975712905,0.9638278854026832,0.9639864793482074,0.9549840259404236,0.9550296804298424,0.9427449863882056,0.9501526675324836,0.9149900060068484,0.9547339091498622,0.8686349521039548,0.9636650517846764,0.8228689556212916,
0.1,0.9686461913112654,0.9765414434557222,0.9763107632308916,0.9635997048739331,0.9649854361434115,0.958616024465536,0.9577849662508998,0.9510754668255993,0.9550199387011836,0.9344365106802602,0.9532458022097873,0.9053118648977319,0.9488270481562352,0.8545973064064222,
0.1,0.9882428315181717,0.981031222869573,0.9742706225199456,0.9624120203034946,0.9659792624172212,0.9558394123277658,0.9572147881354678,0.9466630557049521,0.9449509500504092,0.9312005697125816,0.9448031816713732,0.9108206555160371,0.9576276184032887,0.8906363126400931,
0.1,0.978802208454365,0.9799024798583884,0.9752245817747932,0.9652410347026961,0.9648457369332726,0.9599545403573577,0.9561981589512448,0.9531926578048587,0.9476995629542391,0.9311443731643633,0.9410709002088223,0.8797932769396264,0.9385370685195294,0.7926218650035064,
0.1,0.9725316402222437,0.9811097546014311,0.9760614242647179,0.9649106321857097,0.9642925336485588,0.9568274966446084,0.950698741036481,0.9486525812689148,0.9350911723421994,0.940245076288684,0.9381176252963338,0.9372585291834582,0.9595901763543021,0.942021119122581,
0.2,0.8982075585670832,0.9254548936089015,0.9075085766614605,0.8697805924844151,0.8621452781768294,0.8388031837632068,0.828489057937075,0.8147554342867155,0.7922201763922063,0.7672786522872783,0.7521239371426,0.6489560107413964,0.7171044058415865,0.4297123280091448,
0.2,0.9362283605004933,0.9295693216451275,0.9132909458354205,0.8711662234080306,0.8835619231967702,0.856949884790203,0.8577844671480112,0.8389638895925203,0.8099982995156145,0.8017942566706594,0.7695041453372928,0.7754987009856553,0.7800698006281224,0.7835368420791335,
0.2,0.9084995969014393,0.9016159628840633,0.9087149086108505,0.8677197006216989,0.8779569723247229,0.8560396501133186,0.8484460568265771,0.8299263015073448,0.8148533995399414,0.7966110884810031,0.7857712083363689,0.7663731224373491,0.7804099687271118,0.7373982258652221,
0.2,0.9503332914141299,0.924120759983567,0.9101277164789294,0.880284076073007,0.8586616420717569,0.8599245373717703,0.8196170823067863,0.8234786408745985,0.7981617210944225,0.7504566104448633,0.7952897764796957,0.6468274817397486,0.7933797284282619,0.5219380142453861,
0.2,0.9048755884813602,0.9177641584539804,0.9140894718660325,0.8746487618046285,0.8814863236218347,0.8511367325545333,0.8444996170014678,0.8129639262350469,0.8063370505665842,0.7532931696319412,0.7902328412496542,0.7015492745543676,0.8003480380689243,0.6829180870620719,
0.2,0.865396294229255,0.9142210817436129,0.9040056762665085,0.8706013172405764,0.8790165395274926,0.8560208336506351,0.8630970150372981,0.8323856306155606,0.8432855699035844,0.7923714085207203,0.8166720148949753,0.7526969698185307,0.7957999602957722,0.7425327211001097,
0.2,0.9753661694926529,0.935003873559944,0.9184779974819495,0.8771957877775355,0.8769716094627124,0.8473441447620805,0.8427076257856427,0.8224201342460483,0.8247149741779706,0.7976681738930956,0.8501105282973328,0.7825749009982119,0.9176629722657256,0.8251738800241959,
0.2,0.9114324441852547,0.9329022708457638,0.9220134579411805,0.8838837848075689,0.8888102209244457,0.8560276907078792,0.8533078922674383,0.8245693953934327,0.8082306633551274,0.7912758591056649,0.7643819650940611,0.7708345953207157,0.7328496171382497,0.7767556304109481,
0.2,0.9428123699936731,0.9236179735849658,0.9092657206767704,0.8737063175540242,0.8780037755518106,0.855176620759311,0.8490375001457526,0.8389516539065976,0.8169050161049373,0.8026166804350895,0.8108195196157273,0.7230760167808818,0.8414358659323714,0.5500010823170358,
0.2,0.9342327576231187,0.9444214197522974,0.9206031311764863,0.8778578324107817,0.8866589541566925,0.860550324902216,0.848261108752913,0.8533849879061333,0.7970918516515363,0.8353900120513544,0.7926705380359407,0.8002583624121103,0.8390685107145637,0.7297657144364998,
0.3,0.9544687704328721,0.8690068504787606,0.8035178404269533,0.7628933443211668,0.7596205469811771,0.7039477495528349,0.7179875003084162,0.6514856814657765,0.6874466010909001,0.6003576970500304,0.6828404571985683,0.5662475337874614,0.7116338610440079,0.5371380363670067,
0.3,0.8689135842306857,0.8408629460426814,0.8406843829682891,0.7586603794108601,0.7850844200143864,0.7373432513922008,0.7199405291264717,0.7173164865276089,0.6410731805932395,0.6708558206629456,0.6081605945827924,0.547756321523068,0.6084472363667784,0.2569359599132241,
