Feature,Phi_Value
0,0.13601830902207623
1,-0.03612569724275274
2,-0.21773090274531476
3,0.14319128205509815
4,-0.20092321923330858
5,-0.15446098662654786
6,0.27549615750874523
7,0.6143715773107307
8,0.1260998086999935
9,-0.40310006375776114
10,0.22576754914036049
11,-0.5827833555685632
12,0.17892344921276407
13,-0.1554594764508445
14,-0.38951954459660854
