Index,Interaction_Value
0,0.06898858937045786
1,-0.26500623368132004
2,-0.09638462861311202
3,-0.02685479160495315
4,-0.4494738688178572
5,-0.23672743094765533
6,-0.13821706442177364
7,-0.5628542774985148
8,0.3234776431588609
9,0.6168950361255907
10,0.3369675170490558
11,-0.3126219371379858
12,-0.013042356953447864
13,0.22455434535256022
14,-0.10738973820689095
15,-0.2630577239027686
16,0.5853797042943664
17,-0.4512719789563536
18,-0.2534648517244619
19,-0.010164994233375552
20,-0.22816431632018594
21,0.3092487057980399
22,-0.3807812217824272
23,-0.3784096251447933
24,-0.26687428604505187
25,0.07715866291157457
26,0.2222306281429521
27,0.10892097670499185
28,0.06307200189404204
29,-0.27624312350707586
30,0.4129254661655504
31,0.057985350864704716
32,-0.11726116886402498
33,0.19684990284309614
34,-0.0011469703210896208
35,-0.41092031735968426
36,0.39852654127221
37,-0.06927510944825944
38,0.8315683723145824
39,-0.13300637432364754
40,0.2968132820727933
41,0.08714161185267776
42,-0.1544581607847149
43,0.437884938336977
44,-0.042592764748070715
45,0.44620920821077714
46,-0.2195072069989828
47,0.042780518454915005
48,-0.6466522365983531
49,0.358267176502457
50,-0.3822465352095414
51,-0.026765080614173348
52,0.02608942896331529
53,-0.17528413231813483
54,-0.12088674466451214
55,-0.44227037286600157
56,0.4368566123370539
57,0.2830764502910625
58,0.17236806714761305
59,-0.06407607378209729
60,-0.3072520119399489
61,0.06622989743388835
62,0.8108797155713326
63,-0.1754627499533253
64,-0.18067504219510294
65,-0.1148275287886288
66,0.1802986776670928
67,0.10459416097274525
68,0.23580621311883687
69,0.06252355278279106
70,-0.33931378335453694
71,0.15608626234571477
72,-0.2859808515803719
73,-0.05477312631406471
74,0.12740167171289662
75,0.2554775093929491
76,-0.4023141390272746
77,0.12317071224443941
78,-0.10704685700992657
79,-0.26079025240182097
80,0.21348619978787722
81,0.08974434655552331
82,-0.09271669879697735
83,0.00689913003487605
84,0.12851489475250516
85,0.14755938582680517
86,0.7523411690281212
87,-0.0013281001043450183
88,-0.6910326947233687
89,-0.6592053320094023
90,0.01677117874711437
91,-0.3384319478127565
92,-0.08446660553113032
93,0.25323333335202036
94,-0.12770215415440211
95,-0.5311200337572227
96,0.18897561298188098
97,-0.08009372759470582
98,0.4315891493636262
99,-0.3988191362766543
100,-0.07047919149867712
101,0.19386244146384568
102,-0.38415388839784675
103,0.2792487835301525
104,-0.19793753907911799
105,1.187699576811658
106,0.17711762227072064
107,-0.28927829985291603
108,0.30165376478537853
109,0.4040592510261232
110,4.069859524541853e-05
111,-0.02258294185176122
112,0.2879732703633406
113,-0.23473737863489885
114,-0.2328086543795346
115,0.15104565678997794
116,-0.3221266239326818
117,-0.3245657507212428
118,-0.1433624356251842
119,-0.25125720069351637
120,0.03344443673496329
121,0.3070270609133101
122,-0.0979087753464168
123,-0.03417247180672495
124,-0.14800660649473724
125,0.10520592205542494
126,0.08874986660948224
127,0.04901146732025725
128,-0.18533393976102405
129,-0.49074736440727496
130,0.2366881461396021
131,0.251912414007165
132,0.21533238225960447
133,0.13323887102994375
134,-0.31459430252031934
135,0.10017115555809952
136,-0.07793434266989492
137,-0.43860828349634495
138,0.06382049505454404
139,-0.32175973612096276
140,-0.04358620319216797
141,0.3073672995145723
142,0.20472369657103892
143,0.1384276445141679
144,-0.091419004100928
145,0.28001473842300634
146,0.08344107718256766
147,-0.14609741983885285
148,0.22151992086654199
149,-0.0626093694017948
150,0.07140178211475257
151,0.4570501620465153
152,0.08773207276256949
153,0.19155395297636355
154,0.13978971941570043
155,-0.1277884585625774
156,-0.09787294374515126
157,-0.10345623605195738
158,0.07164536068374358
159,0.315700765461866
160,0.3200645828950116
161,0.017723503864566465
162,0.2481154994634432
163,-0.09687415995356932
164,0.22954162248796883
165,0.5000470936099731
166,0.23769636107351744
167,-0.011291574315194878
168,-0.28504791087456816
169,-0.30642523848003517
170,0.04010921459197936
171,-0.045591532606948496
172,-0.06216374606678175
173,0.33359901442304774
174,-0.19968696016310628
175,0.09558643774648566
176,0.04378342862885132
177,0.04809639646073688
178,-0.14243840536981933
179,-0.10670674714964626
180,-0.05368872794081147
181,0.06608262864468151
182,-0.19761027284523064
183,-0.15718943447660425
184,-0.22785299272762768
185,-0.4406797809696668
186,0.022783401351824942
187,-0.17549153338816434
188,-0.19537374388372755
189,0.14866170774475335
190,0.17022949032701254
191,0.12132459781200425
192,-0.0338706729261612
193,0.04350487943469863
194,-0.059932183504928765
195,0.07417089665258646
196,-0.019845921320453364
197,-0.08603952515776707
198,0.07143701912552418
199,-0.18543857552723736
200,0.0027987925886552444
201,-0.013903261687530909
202,-0.16276146474104874
203,-0.09904320460403815
204,-0.2357989883621819
205,-0.140354158429421
206,-0.10751034317594113
207,0.0720022170735308
208,0.2389744881616036
209,0.20334528435341245
210,0.19531231296816914
211,-0.17659277207371127
212,0.10885677272984713
213,0.120684958997795
214,0.06095782891199478
215,-0.03342180759978254
216,0.16004726807358588
217,0.06583063327882473
218,0.16388188998456343
219,-0.1441458658981074
220,-0.12435184466425286
221,0.40228633320551666
222,0.29417587209791485
223,0.12198575673511299
224,-0.017080500838229613
225,0.25085586833490975
226,0.20192824915692995
227,0.13254010208005326
228,-0.06808133789927721
229,0.1132801543355675
230,-0.20019660806243492
231,0.011704676957515512
232,0.2498343664396699
233,0.044425953622126986
234,-0.05072776821956886
235,-0.20572930094763633
236,0.2617349822800351
237,-0.5966818309100812
238,-0.18637512147481927
239,-0.0030318544801908095
240,-0.12535961580107458
241,-0.026055170718639165
242,0.3241104803191452
243,-0.027964451585828377
244,0.1594640359745257
245,0.09758449601879715
246,0.004855516066590376
247,-0.05237259034786188
248,0.02349911627130615
249,-0.19245620571822367
250,-0.3655303731974318
251,0.10546943205144511
252,-0.13755355420038382
253,0.2025297988383236
254,0.04189053868622511
255,-0.20116045458912316
256,-0.1353774050306881
257,0.12564580352285307
258,-0.11442535084323717
259,-0.21512864581838131
260,0.1641726376399023
261,0.143041760695558
262,-0.041642990300547356
263,0.28059009755171493
264,-0.30199678107319977
265,-0.17600616727534105
266,-0.06520243616216409
267,-0.5128859164349727
268,-0.42949335703156283
269,0.12418933066612264
270,-0.042840328614952836
271,-0.12978732949395752
272,-0.13253078742928762
273,-0.17050674932811458
274,0.08016467902094818
275,-0.2412296226209718
276,-0.27600883200080484
277,-0.030768889800747153
278,0.19868432856214036
279,0.11577439830983587
280,-0.1408316649965921
281,-0.4961862584672869
282,-0.24920089239564605
283,0.1718528937065504
284,0.18180782387162045
285,-0.055605582566434254
286,0.04586593922645484
287,0.18514484164665562
288,-0.006016371916271735
289,0.29080070431795846
290,-0.17262571913464075
291,-0.3495869203389128
292,0.11603914658207587
293,0.0647402656032278
294,-0.0017528286145427263
295,0.08907659552440085
296,-0.06901492674330367
297,-0.1933839059307066
298,-0.034278920507654846
299,-0.2928674321429793
300,0.007620632773324131
301,-0.3741509510514707
302,0.06192897635233998
303,-0.22645081408491585
304,0.08761161288514206
305,0.040122079729168376
306,-0.05806831051347561
307,0.04475281516450492
308,-0.2031054634209065
309,-0.08678704033548806
310,-0.010539752059403834
311,-0.11216896877908454
312,0.005648945503767605
313,-0.3330922199845089
314,0.2000099925571545
315,-0.07974654596837746
316,-0.04524593751655241
317,0.16765880968954516
318,0.12834502856642294
319,-0.22415602315253572
320,-0.09500238276998296
321,-0.0904286766333656
322,0.08345586988031917
323,-0.19064113950596556
324,0.003978097905779092
325,-0.226337235056778
326,-0.18347260304272173
327,-0.23792065606147267
328,0.18738535814470966
329,-0.06908837868005312
330,0.16020866627098618
331,-0.26586149036238
332,0.09674214562624667
333,0.0807418435155142
334,-0.18892274273460513
335,0.06808422849142216
336,0.4257431669186647
337,-0.08370855511575807
338,0.18493531838072053
339,0.05287308409673065
340,1.1986115676087858
341,-0.15540714792824503
342,0.20497198841092534
343,-0.12447172352994186
344,-0.16991681518997784
345,-0.011774658216836313
346,-0.1388673801653616
347,0.2173646526817088
348,-0.021156011114627178
349,-0.21350794499811704
350,-0.07216778802051148
351,-0.14564220486888452
352,0.08815891982970518
353,0.031766198935524646
354,-0.21285488518994164
355,0.2311383211166476
356,0.29785921234837603
357,-0.0499425553978628
358,0.2130430658796098
359,0.028843082266178974
360,-0.1528897808010879
361,-0.05690503133586917
362,-0.4380971575578773
363,-0.06907295915149816
