Index,Interaction_Value
0,-0.35428749855634667
1,-0.09625534172780874
2,-1.124356708572887
3,-0.4130381784225896
4,-0.4578074452898432
5,0.37968701808852645
6,-0.4085699226844819
7,-0.8910020559636374
8,-1.1434739069947528
9,-1.0208694041654587
10,-0.33391378469232147
11,-1.140154810279749
12,-0.410662805770558
13,0.30190130716419106
14,0.015425693125959192
15,0.6502171985815399
16,0.516852089184213
17,1.3134688529675536
18,-0.0538963859134641
19,-0.8143854074527392
20,0.2258596953734467
21,0.46737753688914563
22,-1.2400063211979335
23,-0.7562301739235687
24,0.9050818021650969
25,-0.34029254650528473
26,1.2097347473451796
27,0.5555868662097341
28,0.3568473915630903
29,-0.3292434704365067
30,0.35332349293553217
31,0.4936306317481726
32,0.7090443626651716
33,-0.16400422578564516
34,-0.1751312955645854
35,-0.009693108655698316
36,0.40840312032511084
37,0.30313653602969354
38,-0.5205220284440559
39,0.36971709457801233
40,0.15628932803696546
41,0.4060655331720818
42,0.6918847747509739
43,0.39981090328589797
44,0.022326049031972665
45,0.2556237823546467
46,0.7118534699460248
47,-0.02970407110965122
48,0.5589453711819627
49,0.40641517765632773
50,0.5112729265932259
51,0.3934999344153256
52,0.4955809693941652
53,0.7661390693972305
54,0.8225391014347783
55,0.33434016406185657
56,0.931166038379758
57,0.41655774155360314
58,0.3711279644680454
59,0.43420788970742674
60,0.9178039874184889
61,0.5654742273017888
62,1.0240192741822172
63,0.6976842342050024
64,-0.13404699428689137
65,0.004251399103064435
66,0.07312739135538866
67,-0.21872334004353627
68,-0.37339461789073813
69,-0.3604525328712729
70,-0.1878746321373783
71,0.08341589881971537
72,0.6749679198624711
73,-0.3264726616184976
74,0.6687547798473097
75,0.016555476017062754
76,-0.07446033100630163
77,0.6440593126433327
78,-0.006714656563950008
79,0.4345845981516525
80,0.33627583197621774
81,0.06160349977743507
82,0.012630665150069768
83,-0.13823259036102928
