,k_value,n_params,train_time,baseline_accuracy,noise_0.1,noise_0.2,noise_0.3
1,1,10,0.32745361328125,0.541625371655104,0.5593885797057254,0.5704963025081955,0.5735381565906839
2,2,46,17.694976568222046,0.5880917892810856,0.5922238316688266,0.6086833879698101,0.6080811161088663
3,3,130,40.70800805091858,0.641762598155066,0.6416101242662194,0.6454219714873828,0.6445528703209575
4,4,256,73.31423616409302,0.675992986201113,0.6762826865899215,0.6737363726461844,0.6679347411755737
5,5,382,101.1499195098877,0.6902492948082641,0.6900053365861096,0.686048639170542,0.6792635511168712
6,6,466,124.00152587890625,0.6942517343904856,0.6927879850575589,0.6876877334756423,0.6779294045894642
7,7,502,130.35517764091492,0.6940611420294275,0.6926888770298086,0.6860638865594267,0.6747884424792254
8,8,511,130.9880232810974,0.6940611420294275,0.6919722497522299,0.6830220324769384,0.6676755355645346
9,9,512,138.7061140537262,0.6939086681405809,0.693466493862926,0.6877410993367385,0.6788518716169858
